algorithm,run,checkpoint,error
adagrad,0,0.01,"[(0.0, 0.091798906647402, 0.03208470344543457)]"
adagrad,0,0.1,"[(0.0, 0.02720805305517772, 0.3067352771759033)]"
adagrad,0,0.2,"[(0.0, 0.025499989090860133, 0.6132245063781738)]"
adagrad,0,0.3,"[(0.0, 0.024284077054210904, 0.9171266555786133)]"
adagrad,0,0.4,"[(0.0, 0.022695880956765693, 1.2247188091278076)]"
adagrad,0,0.5,"[(0.0, 0.02099411916415037, 1.528320550918579)]"
adagrad,0,0.6,"[(0.0, 0.019420265353743252, 1.8332955837249756)]"
adagrad,0,0.7,"[(0.0, 0.018125331663976597, 2.138596296310425)]"
adagrad,0,0.8,"[(0.0, 0.017025571683772486, 2.443737030029297)]"
adagrad,0,0.9,"[(0.0, 0.016057383317122566, 2.7494492530822754)]"
adagrad,0,1.0,"[(0.0, 0.015177194918507516, 3.0547704696655273)]"
adagrad,1,0.01,"[(0.09999999999999998, 0.17901911560104297, 0.032181501388549805)]"
adagrad,1,0.1,"[(0.09999999999999998, 0.2217815129415476, 0.3055899143218994)]"
adagrad,1,0.2,"[(0.09999999999999998, 0.30421819567279457, 0.6089394092559814)]"
adagrad,1,0.3,"[(0.09999999999999998, 0.360359232790201, 0.9140198230743408)]"
adagrad,1,0.4,"[(0.09999999999999998, 0.400656599651467, 1.2191317081451416)]"
adagrad,1,0.5,"[(0.09999999999999998, 0.4310620632285517, 1.5233540534973145)]"
adagrad,1,0.6,"[(0.09999999999999998, 0.4550124350030621, 1.8283438682556152)]"
adagrad,1,0.7,"[(0.09999999999999998, 0.47455067288936736, 2.13242244720459)]"
adagrad,1,0.8,"[(0.09999999999999998, 0.4909118111799895, 2.4395930767059326)]"
adagrad,1,0.9,"[(0.09999999999999998, 0.5049312731816475, 2.7437076568603516)]"
adagrad,1,1.0,"[(0.09999999999999998, 0.517169894954897, 3.0489935874938965)]"
adagrad,2,0.01,"[(0.0, 0.10065717948661866, 0.12547564506530762)]"
adagrad,2,0.1,"[(0.0, 0.025124625818054067, 0.40080738067626953)]"
adagrad,2,0.2,"[(0.0, 0.02230113475941871, 0.7072043418884277)]"
adagrad,2,0.3,"[(0.0, 0.02069319510305395, 1.0138001441955566)]"
adagrad,2,0.4,"[(0.0, 0.019205251817375864, 1.3214664459228516)]"
adagrad,2,0.5,"[(0.0, 0.01763977701689474, 1.6266961097717285)]"
adagrad,2,0.6,"[(0.0, 0.01627210964309826, 1.934783935546875)]"
adagrad,2,0.7,"[(0.0, 0.01519335866795379, 2.2422101497650146)]"
adagrad,2,0.8,"[(0.0, 0.01431633039309495, 2.5467700958251953)]"
adagrad,2,0.9,"[(0.0, 0.013562186444791381, 2.851266860961914)]"
adagrad,2,1.0,"[(0.0, 0.012886727478702334, 3.1579816341400146)]"
adagrad,3,0.01,"[(0.0, 0.08753851404414062, 0.03245377540588379)]"
adagrad,3,0.1,"[(0.0, 0.012043411033229501, 0.3022952079772949)]"
adagrad,3,0.2,"[(0.0, 0.010294019716720138, 0.6010990142822266)]"
adagrad,3,0.3,"[(0.0, 0.01615509746437752, 0.9019997119903564)]"
adagrad,3,0.4,"[(0.06666666666666665, 0.08338641073091378, 1.2051143646240234)]"
adagrad,3,0.5,"[(0.06666666666666665, 0.23303327833247514, 1.504944086074829)]"
adagrad,3,0.6,"[(0.06666666666666665, 0.3107695503050021, 1.8062496185302734)]"
adagrad,3,0.7,"[(0.06666666666666665, 0.3497248720461237, 2.1085281372070312)]"
adagrad,3,0.8,"[(0.06666666666666665, 0.37196577595393926, 2.410005569458008)]"
adagrad,3,0.9,"[(0.06666666666666665, 0.3666251261606103, 2.7103309631347656)]"
adagrad,3,1.0,"[(0.06666666666666665, 0.29153736880400405, 3.0116724967956543)]"
adagrad,4,0.01,"[(0.06666666666666665, 0.19918589358385588, 0.031627655029296875)]"
adagrad,4,0.1,"[(0.06666666666666665, 0.2040011259915856, 0.303577184677124)]"
