checkpoint,mean,std,median,max,min
0.01,1.3154169755908498,0.09070846280132924,1.3236918394094683,1.5252729893884935,1.1749419418370741
0.1,0.97464802526058,0.05906120755580902,0.9652777341933221,1.1352050333759973,0.8784931150781731
0.2,1.0089213349967077,0.07491167264253784,1.0141133121985229,1.1858540456918296,0.9001094797765532
0.3,1.0307424185195093,0.0792724210270825,1.0143819282008082,1.2442592676123985,0.9161529780133487
0.4,1.02907691552887,0.07002266464753217,1.013348387600861,1.1493148317620137,0.9250723326220909
0.5,1.0294371834600808,0.06848434208485565,1.013348387600861,1.1360857614198363,0.9144334309340367
0.6,1.028544837155386,0.06524478154917408,1.0188052057428998,1.1360857614198363,0.9061013402599668
0.7,1.027341827023996,0.06807300341491632,1.0213589066742064,1.1529128462347025,0.905563050244279
0.8,1.0283227772309007,0.0574433152499368,1.015078179066171,1.1326276340819947,0.9403602226174536
0.9,1.029446313593046,0.0573806189035894,1.0272460013854667,1.1326276340819947,0.9403602226174536
1.0,1.0244515521592679,0.046973399509054464,1.0319814115771169,1.0994507519816066,0.9428501251179097
