checkpoint,mean,std,median,max,min
0.01,0.942461244129599,0.03515827303612895,0.9322124666453172,1.095951094255477,0.8973398447214022
0.1,0.15124784398962893,0.04466443841133391,0.1381827290592622,0.31169754419268314,0.08127860974036934
0.2,0.09571881869723536,0.07998753233441697,0.07417666988658879,0.41277221472451125,0.0210093376556394
0.3,0.10916624055464569,0.11827494499880063,0.06675309697487927,0.5649957597996712,0.00923905205198265
0.4,0.1326409172961159,0.152163816688363,0.07106020614321541,0.6975545020826505,0.005348631792400421
0.5,0.15995388336781255,0.18593787503394582,0.07927046386197968,0.814993907678123,0.0036280915152374876
0.6,0.1895013347679563,0.22291071179935495,0.08396248450994467,0.9313346337103248,0.0027176031855955657
0.7,0.22202529070948876,0.2628745807609825,0.0882736934575889,1.0449448478563848,0.0022500552724304917
0.8,0.2569844342319752,0.3031551218986095,0.11135014165066384,1.1524132747930087,0.0019615965508465493
0.9,0.2936659942126167,0.3450522094207443,0.20408912077366992,1.2590922505253455,0.0018054683175303503
1.0,0.3289274442218097,0.3882785980892973,0.21699832073950145,1.3685187703158972,0.00169571960925311
