algorithm,run,checkpoint,error
adagrad,0,0.01,"[(0.8906428571428572, 0.0956464278430268)]"
adagrad,0,0.1,"[(0.7056428571428571, 0.08280355499080659)]"
adagrad,0,0.2,"[(0.6138571428571429, 0.07585408856783958)]"
adagrad,0,0.3,"[(0.5449285714285714, 0.07045341581541388)]"
adagrad,0,0.4,"[(0.5011428571428571, 0.06614549671428173)]"
adagrad,0,0.5,"[(0.4625, 0.06249913806667619)]"
adagrad,0,0.6,"[(0.43121428571428566, 0.05937768485903887)]"
adagrad,0,0.7,"[(0.4075, 0.056747518735412554)]"
adagrad,0,0.8,"[(0.3889285714285714, 0.0545041731800491)]"
adagrad,0,0.9,"[(0.37435714285714283, 0.05256033343448362)]"
adagrad,0,1.0,"[(0.35957142857142854, 0.050898049942636615)]"
adagrad,1,0.01,"[(0.8975, 0.09550172695139365)]"
adagrad,1,0.1,"[(0.7062142857142857, 0.08258141675673797)]"
adagrad,1,0.2,"[(0.6194285714285714, 0.07584047375475983)]"
adagrad,1,0.3,"[(0.5499285714285714, 0.0705843271477715)]"
adagrad,1,0.4,"[(0.5047857142857143, 0.06631599891290092)]"
adagrad,1,0.5,"[(0.4672857142857143, 0.0628011056254416)]"
adagrad,1,0.6,"[(0.4385714285714286, 0.05984371057463991)]"
adagrad,1,0.7,"[(0.41535714285714287, 0.057339760456641235)]"
adagrad,1,0.8,"[(0.398, 0.055173781273342805)]"
adagrad,1,0.9,"[(0.3838571428571429, 0.05327037424238387)]"
adagrad,1,1.0,"[(0.3708571428571429, 0.05163256716583136)]"
adagrad,2,0.01,"[(0.8975, 0.09530958703042518)]"
adagrad,2,0.1,"[(0.6984285714285714, 0.08281993069013911)]"
adagrad,2,0.2,"[(0.6245, 0.0770478357616539)]"
adagrad,2,0.3,"[(0.5667857142857142, 0.07161492694755064)]"
adagrad,2,0.4,"[(0.5212142857142857, 0.06732656936871263)]"
adagrad,2,0.5,"[(0.4794285714285714, 0.06381251439252154)]"
adagrad,2,0.6,"[(0.4485, 0.06088472234886742)]"
adagrad,2,0.7,"[(0.4247857142857143, 0.05832527052867089)]"
adagrad,2,0.8,"[(0.4047857142857143, 0.05617214342546099)]"
adagrad,2,0.9,"[(0.39, 0.05428778973107257)]"
adagrad,2,1.0,"[(0.37657142857142856, 0.05264671041163612)]"
adagrad,3,0.01,"[(0.8923571428571428, 0.09598241092317614)]"
adagrad,3,0.1,"[(0.7, 0.08276170529910037)]"
adagrad,3,0.2,"[(0.6113571428571429, 0.07579925095255993)]"
adagrad,3,0.3,"[(0.548, 0.07040664233621162)]"
adagrad,3,0.4,"[(0.4981428571428571, 0.06595590376686784)]"
adagrad,3,0.5,"[(0.4580714285714286, 0.0621859424550653)]"
adagrad,3,0.6,"[(0.43000000000000005, 0.059001014804944345)]"
adagrad,3,0.7,"[(0.4027857142857143, 0.056316208237722966)]"
adagrad,3,0.8,"[(0.3831428571428571, 0.05404789317938472)]"
adagrad,3,0.9,"[(0.36964285714285716, 0.052138196257588566)]"
adagrad,3,1.0,"[(0.35757142857142854, 0.05047759171620182)]"
adagrad,4,0.01,"[(0.8897142857142857, 0.09491231910572445)]"
adagrad,4,0.1,"[(0.7007142857142857, 0.0825188129040426)]"
adagrad,4,0.2,"[(0.6110714285714286, 0.07578149145597113)]"
adagrad,4,0.3,"[(0.5489285714285714, 0.07057391997238946)]"
adagrad,4,0.4,"[(0.5015000000000001, 0.06626747869302282)]"
adagrad,4,0.5,"[(0.4612857142857143, 0.06264729656700568)]"
adagrad,4,0.6,"[(0.43021428571428566, 0.059518802003985835)]"
adagrad,4,0.7,"[(0.4077857142857143, 0.056846925941139305)]"
adagrad,4,0.8,"[(0.38849999999999996, 0.05456041446500607)]"
adagrad,4,0.9,"[(0.3751428571428571, 0.05262981455765816)]"
adagrad,4,1.0,"[(0.3640714285714286, 0.05094988013873459)]"
