checkpoint,mean,std,median,max,min
0.01,0.22188227084514348,0.019801608405015284,0.22126360434365377,0.26023326940328145,0.14364225847755457
0.1,0.22362626625476367,0.023608938804097312,0.22499038653135134,0.28688890455338534,0.14364225847755457
0.2,0.2169525823271131,0.022175369172830427,0.21965471843598558,0.26412408200711,0.14369006951008775
0.3,0.21243460528414115,0.023097756182650097,0.2160272446456333,0.26412408200711,0.14369006951008775
0.4,0.2040988575791017,0.02184160266124486,0.20303584031722352,0.2622120199588626,0.14369006951008775
0.5,0.1960347293516623,0.025696422961819353,0.19637435957556698,0.2468362539214086,0.12217247556890819
0.6,0.18343833214057195,0.025845960439975505,0.18746520383423249,0.24333094106911954,0.12028931328549265
0.7,0.17062077525553287,0.023221227920076328,0.16545736464158903,0.21824147983470688,0.12028931328549265
0.8,0.15940644678149332,0.02633049208372675,0.1618479210059018,0.2392853845596595,0.10318519793038737
0.9,0.13635242158662916,0.026859229254773912,0.13889483822444673,0.1947235349350185,0.08310355165126873
1.0,0.1188166824748318,0.029133619811270835,0.11869376002439927,0.19607846732859388,0.06424278452317005
