algorithm,run,checkpoint,error
adam,0,0.01,"[(0.6577142857142857, 0.08364923478286361, 1.3953380584716797)]"
adam,0,0.1,"[(0.2262857142857143, 0.038507476208186245, 15.017704486846924)]"
adam,0,0.2,"[(0.14200000000000002, 0.023033738936014805, 43.64606595039368)]"
adam,0,0.3,"[(0.12771428571428567, 0.019892523863573514, 89.74863839149475)]"
adam,0,0.4,"[(0.11521428571428571, 0.017742963061085183, 138.76171040534973)]"
adam,0,0.5,"[(0.10799999999999998, 0.016510443473898177, 182.67692494392395)]"
adam,0,0.6,"[(0.10307142857142859, 0.015616755904843627, 230.3933835029602)]"
adam,0,0.7,"[(0.09928571428571431, 0.014953928311812177, 280.60229539871216)]"
adam,0,0.8,"[(0.0962142857142857, 0.014619631907890108, 327.8491106033325)]"
adam,0,0.9,"[(0.09171428571428575, 0.013891807799991192, 376.2911288738251)]"
adam,0,1.0,"[(0.08992857142857147, 0.013685700541021976, 417.228319644928)]"
adam,1,0.01,"[(0.6399285714285714, 0.08350265217888359, 3.30599308013916)]"
adam,1,0.1,"[(0.23628571428571432, 0.039556768069278804, 20.90033197402954)]"
adam,1,0.2,"[(0.1507142857142857, 0.023841180253923514, 48.650638818740845)]"
adam,1,0.3,"[(0.12664285714285717, 0.019521038470389152, 93.69781303405762)]"
adam,1,0.4,"[(0.11935714285714283, 0.018136451965886608, 142.8406994342804)]"
adam,1,0.5,"[(0.10942857142857143, 0.01672899519625472, 196.79899859428406)]"
adam,1,0.6,"[(0.10014285714285709, 0.015544924686405535, 242.66195511817932)]"
adam,1,0.7,"[(0.09678571428571425, 0.01466851272316009, 297.00615310668945)]"
adam,1,0.8,"[(0.0932142857142857, 0.014256345359905664, 347.1654403209686)]"
adam,1,0.9,"[(0.0923571428571428, 0.014040447576433229, 390.4884157180786)]"
adam,1,1.0,"[(0.09164285714285714, 0.014244490932842592, 423.0635504722595)]"
adam,2,0.01,"[(0.6403571428571428, 0.08382946325006467, 2.0091850757598877)]"
adam,2,0.1,"[(0.23650000000000004, 0.039240267396970174, 17.850483417510986)]"
