algorithm,run,checkpoint,error
adagrad,0,0.01,"[(0.6333333333333333, 0.22115153923727943, 0.030536413192749023)]"
adagrad,0,0.1,"[(0.6333333333333333, 0.21975662945242713, 0.3004941940307617)]"
adagrad,0,0.2,"[(0.6666666666666667, 0.2168849438288956, 0.5993461608886719)]"
adagrad,0,0.3,"[(0.6333333333333333, 0.21350678966306183, 0.8967845439910889)]"
adagrad,0,0.4,"[(0.6333333333333333, 0.2099083594888037, 1.1976509094238281)]"
adagrad,0,0.5,"[(0.6333333333333333, 0.20617365924741107, 1.4955687522888184)]"
adagrad,0,0.6,"[(0.6333333333333333, 0.20234490581037218, 1.7930052280426025)]"
adagrad,0,0.7,"[(0.5333333333333333, 0.19847362622334874, 2.0899369716644287)]"
adagrad,0,0.8,"[(0.4666666666666667, 0.19462365312492735, 2.38665771484375)]"
adagrad,0,0.9,"[(0.30000000000000004, 0.19081151324544135, 2.683480978012085)]"
adagrad,0,1.0,"[(0.30000000000000004, 0.18704491676930096, 2.9806535243988037)]"
adagrad,1,0.01,"[(0.5, 0.21470934480676643, 0.030557870864868164)]"
adagrad,1,0.1,"[(0.43333333333333335, 0.21108892241833097, 0.33232545852661133)]"
adagrad,1,0.2,"[(0.4666666666666667, 0.20764889114645366, 0.6296210289001465)]"
adagrad,1,0.3,"[(0.43333333333333335, 0.20440075935229748, 0.9255297183990479)]"
adagrad,1,0.4,"[(0.43333333333333335, 0.20127345912159963, 1.2236618995666504)]"
adagrad,1,0.5,"[(0.4, 0.198254861761064, 1.520334005355835)]"
adagrad,1,0.6,"[(0.4, 0.19532305592829222, 1.8168890476226807)]"
adagrad,1,0.7,"[(0.4, 0.19246640057380116, 2.1132891178131104)]"
adagrad,1,0.8,"[(0.4, 0.18970590839170648, 2.4099578857421875)]"
adagrad,1,0.9,"[(0.4, 0.18700733037525705, 2.7065162658691406)]"
adagrad,1,1.0,"[(0.4, 0.18437852151080333, 3.0031397342681885)]"
adagrad,2,0.01,"[(0.5333333333333333, 0.21315670701113676, 0.030595064163208008)]"
adagrad,2,0.1,"[(0.5, 0.20841014275952582, 0.30046772956848145)]"
adagrad,2,0.2,"[(0.5666666666666667, 0.20463465466972844, 0.5993053913116455)]"
adagrad,2,0.3,"[(0.6, 0.20107772524565187, 0.8964681625366211)]"
adagrad,2,0.4,"[(0.6, 0.19755766454421572, 1.196852445602417)]"
adagrad,2,0.5,"[(0.5, 0.19403118676469078, 1.4947941303253174)]"
adagrad,2,0.6,"[(0.5, 0.1905101458127007, 1.7919085025787354)]"
adagrad,2,0.7,"[(0.4, 0.18699458691968654, 2.0892701148986816)]"
adagrad,2,0.8,"[(0.2666666666666667, 0.1835075740091107, 2.386901378631592)]"
adagrad,2,0.9,"[(0.2666666666666667, 0.18006470251681123, 2.6846630573272705)]"
adagrad,2,1.0,"[(0.2666666666666667, 0.17669379167543198, 2.9818296432495117)]"
adagrad,3,0.01,"[(0.5333333333333333, 0.21576131621686892, 0.030615568161010742)]"
adagrad,3,0.1,"[(0.43333333333333335, 0.20988836280451573, 0.3003377914428711)]"
adagrad,3,0.2,"[(0.43333333333333335, 0.20584087493642225, 0.5993185043334961)]"
adagrad,3,0.3,"[(0.43333333333333335, 0.20223270674089058, 0.8967576026916504)]"
