checkpoint,mean,std,median,max,min
0.01,1.4498160826875235,0.13176845554162506,1.4865763043338425,1.6709206033908852,1.1800213220174738
0.1,2.529558071969842,0.2916548893705742,2.4536640457977406,2.963100714449343,1.9739357832755677
0.2,2.529558071969842,0.2916548893705742,2.4536640457977406,2.963100714449343,1.9739357832755677
0.3,2.529558071969842,0.2916548893705742,2.4536640457977406,2.963100714449343,1.9739357832755677
0.4,2.529558071969842,0.2916548893705742,2.4536640457977406,2.963100714449343,1.9739357832755677
0.5,2.529558071969842,0.2916548893705742,2.4536640457977406,2.963100714449343,1.9739357832755677
0.6,2.529558071969842,0.2916548893705742,2.4536640457977406,2.963100714449343,1.9739357832755677
0.7,2.529558071969842,0.2916548893705742,2.4536640457977406,2.963100714449343,1.9739357832755677
0.8,2.529558071969842,0.2916548893705742,2.4536640457977406,2.963100714449343,1.9739357832755677
0.9,2.529558071969842,0.2916548893705742,2.4536640457977406,2.963100714449343,1.9739357832755677
1.0,2.529558071969842,0.2916548893705742,2.4536640457977406,2.963100714449343,1.9739357832755677
