algorithm,run,checkpoint,error
adagrad,0,0.01,"[(0.1409285714285714, 0.022131347330922292, 87.89308834075928)]"
adagrad,0,0.1,"[(0.08807142857142858, 0.01337292972664251, 1392.7822997570038)]"
adagrad,0,0.2,"[(0.07985714285714285, 0.01197395983695234, 2977.3723480701447)]"
adagrad,0,0.3,"[(0.07550000000000001, 0.011376639883996122, 4701.831777334213)]"
adagrad,0,0.4,"[(0.0733571428571429, 0.011011801754091607, 6374.9200756549835)]"
adagrad,0,0.5,"[(0.0713571428571429, 0.010749589242543663, 7867.581846475601)]"
adagrad,0,0.6,"[(0.07092857142857145, 0.010671061854974545, 9225.654766321182)]"
adagrad,0,0.7,"[(0.06985714285714284, 0.010423514049884366, 10549.411503314972)]"
adagrad,0,0.8,"[(0.06899999999999995, 0.010353790129055497, 11873.055547714233)]"
adagrad,0,0.9,"[(0.06778571428571434, 0.010203928544602262, 13225.439871788025)]"
adagrad,0,1.0,"[(0.0684285714285714, 0.010220131430386765, 14577.112625598907)]"
adagrad,1,0.01,"[(0.13942857142857146, 0.022216925945752523, 83.78482866287231)]"
adagrad,1,0.1,"[(0.08735714285714291, 0.013320931886415234, 1424.0335364341736)]"
adagrad,1,0.2,"[(0.07928571428571429, 0.01199505757939388, 2887.3377623558044)]"
adagrad,1,0.3,"[(0.07578571428571423, 0.01136920715898499, 4357.631399154663)]"
adagrad,1,0.4,"[(0.0733571428571429, 0.0110413713422901, 5806.825261354446)]"
adagrad,1,0.5,"[(0.07307142857142856, 0.010794207025001883, 7227.5883638858795)]"
adagrad,1,0.6,"[(0.0713571428571429, 0.010672010515192053, 8931.42492032051)]"
adagrad,1,0.7,"[(0.07128571428571429, 0.010601581416490912, 10504.611974954605)]"
adagrad,1,0.8,"[(0.07121428571428567, 0.010578634055845408, 12168.924231052399)]"
adagrad,1,0.9,"[(0.06928571428571428, 0.010434655582227522, 13958.704145908356)]"
adagrad,1,1.0,"[(0.06914285714285717, 0.010352823050476145, 15292.793548345566)]"
adagrad,2,0.01,"[(0.1477857142857143, 0.022798037456041337, 108.67946267127991)]"
adagrad,2,0.1,"[(0.09164285714285714, 0.014013590311195744, 1828.7094445228577)]"
adagrad,2,0.2,"[(0.08514285714285719, 0.01278991642857092, 3680.8404009342194)]"
adagrad,2,0.3,"[(0.08021428571428568, 0.012006910463642315, 5454.442341327667)]"
adagrad,2,0.4,"[(0.0764285714285714, 0.01158693962830527, 7096.895284414291)]"
adagrad,2,0.5,"[(0.07478571428571423, 0.011288735631189947, 8575.642233848572)]"
adagrad,2,0.6,"[(0.07292857142857145, 0.011103190873832994, 10030.307876110077)]"
adagrad,2,0.7,"[(0.07278571428571423, 0.01100074828588159, 11536.775902748108)]"
adagrad,2,0.8,"[(0.07214285714285718, 0.010927889691960301, 12977.094444513321)]"
adagrad,2,0.9,"[(0.06992857142857145, 0.010700915982086636, 14435.63962674141)]"
adagrad,2,1.0,"[(0.07021428571428567, 0.01068678126488787, 15311.652271270752)]"
adagrad,3,0.01,"[(0.14400000000000002, 0.022974415317948423, 102.17421388626099)]"
adagrad,3,0.1,"[(0.09250000000000003, 0.013983440185074494, 1396.690530538559)]"
adagrad,3,0.2,"[(0.08421428571428569, 0.012673216839375756, 2951.4478211402893)]"
adagrad,3,0.3,"[(0.07971428571428574, 0.01207329576580842, 4671.967721700668)]"
adagrad,3,0.4,"[(0.07757142857142862, 0.01170191613059176, 6363.170440673828)]"
adagrad,3,0.5,"[(0.07664285714285712, 0.011441137409299793, 7905.034868955612)]"
adagrad,3,0.6,"[(0.07564285714285712, 0.011270600922442118, 9304.082924365997)]"
adagrad,3,0.7,"[(0.07528571428571429, 0.011184281403800516, 10697.338436126709)]"
adagrad,3,0.8,"[(0.07392857142857145, 0.011040428770106718, 12076.802311182022)]"
adagrad,3,0.9,"[(0.07350000000000001, 0.010931469120406656, 13467.177894353867)]"
adagrad,3,1.0,"[(0.07221428571428568, 0.010853846472717168, 14857.657033443451)]"
adagrad,4,0.01,"[(0.13964285714285718, 0.022043381643368408, 86.50983047485352)]"
adagrad,4,0.1,"[(0.09399999999999997, 0.013781711157804955, 1368.0332670211792)]"
adagrad,4,0.2,"[(0.08292857142857146, 0.01231480883249294, 2801.292310476303)]"
adagrad,4,0.3,"[(0.07821428571428568, 0.011628079046197295, 4235.188764095306)]"
adagrad,4,0.4,"[(0.07357142857142862, 0.011279637800422605, 5639.877302408218)]"
adagrad,4,0.5,"[(0.0743571428571429, 0.011071582050296732, 7057.598365783691)]"
adagrad,4,0.6,"[(0.0724285714285714, 0.011057613984574693, 8638.749696731567)]"
adagrad,4,0.7,"[(0.0724285714285714, 0.01085121729732301, 10438.74556684494)]"
adagrad,4,0.8,"[(0.07150000000000001, 0.010767347700173218, 12130.643193483353)]"
adagrad,4,0.9,"[(0.07057142857142862, 0.010680954856915122, 13737.49563217163)]"
adagrad,4,1.0,"[(0.06971428571428573, 0.010646030402034035, 15227.978645324707)]"
adagrad,5,0.01,"[(0.1418571428571429, 0.02241054279720977, 96.57736563682556)]"
adagrad,5,0.1,"[(0.09050000000000002, 0.013917703743274105, 1426.8088417053223)]"
adagrad,5,0.2,"[(0.08278571428571424, 0.012624788021945497, 2862.9996762275696)]"
adagrad,5,0.3,"[(0.07850000000000001, 0.012021013987858254, 4301.337872743607)]"
adagrad,5,0.4,"[(0.07671428571428573, 0.011640150622822809, 5778.163703203201)]"
adagrad,5,0.5,"[(0.07378571428571423, 0.011365177845797776, 7199.791574716568)]"
adagrad,5,0.6,"[(0.07407142857142857, 0.011212312607055715, 8903.008250713348)]"
