algorithm,run,checkpoint,error
adam,0,0.01,"[(0.12957142857142856, 0.01940978811170996)]"
adam,0,0.1,"[(0.10364285714285715, 0.015612552029668889)]"
adam,0,0.2,"[(0.09385714285714286, 0.014397014271805283)]"
adam,0,0.3,"[(0.09450000000000003, 0.014627394036913453)]"
adam,0,0.4,"[(0.09607142857142859, 0.014736639217049005)]"
adam,0,0.5,"[(0.09350000000000003, 0.014680423334756902)]"
adam,0,0.6,"[(0.0932142857142857, 0.014435787634705499)]"
adam,0,0.7,"[(0.09157142857142853, 0.014163993419068916)]"
adam,0,0.8,"[(0.09550000000000003, 0.014799163543888744)]"
adam,0,0.9,"[(0.09242857142857142, 0.014341633520432027)]"
adam,0,1.0,"[(0.0922142857142857, 0.014271474942336725)]"
adam,1,0.01,"[(0.1022142857142857, 0.015327136849790035)]"
adam,1,0.1,"[(0.08314285714285718, 0.01270659185250044)]"
adam,1,0.2,"[(0.07785714285714285, 0.012077276392742864)]"
adam,1,0.3,"[(0.08114285714285718, 0.012890818973859177)]"
adam,1,0.4,"[(0.07978571428571424, 0.012562927784181277)]"
adam,1,0.5,"[(0.07678571428571423, 0.012335826033959399)]"
adam,1,0.6,"[(0.07799999999999996, 0.01253484217157767)]"
adam,1,0.7,"[(0.0773571428571429, 0.012538703465325693)]"
adam,1,0.8,"[(0.07778571428571424, 0.012834325006630868)]"
adam,1,0.9,"[(0.07814285714285718, 0.012833541024962395)]"
adam,1,1.0,"[(0.07864285714285713, 0.012882585022138845)]"
adam,2,0.01,"[(0.11271428571428577, 0.016574777858517735)]"
adam,2,0.1,"[(0.08557142857142852, 0.013015783105952146)]"
adam,2,0.2,"[(0.08642857142857141, 0.013559353765474258)]"
adam,2,0.3,"[(0.07992857142857146, 0.012540566765248784)]"
adam,2,0.4,"[(0.0783571428571429, 0.012607432541633826)]"
adam,2,0.5,"[(0.07921428571428568, 0.012892980326384768)]"
adam,2,0.6,"[(0.07885714285714285, 0.01275147330375685)]"
adam,2,0.7,"[(0.07857142857142863, 0.012713475491859605)]"
adam,2,0.8,"[(0.0814285714285714, 0.013152329275758653)]"
adam,2,0.9,"[(0.07971428571428574, 0.013111592023213003)]"
adam,2,1.0,"[(0.0814285714285714, 0.013525207246258344)]"
adam,3,0.01,"[(0.10957142857142854, 0.01642976631927355)]"
adam,3,0.1,"[(0.08635714285714291, 0.013357127485234098)]"
adam,3,0.2,"[(0.08864285714285713, 0.013584999067048114)]"
adam,3,0.3,"[(0.08085714285714285, 0.012615285339347604)]"
adam,3,0.4,"[(0.08714285714285719, 0.013515599422414044)]"
adam,3,0.5,"[(0.08392857142857146, 0.01295998006888362)]"
adam,3,0.6,"[(0.08471428571428574, 0.01311056189848981)]"
adam,3,0.7,"[(0.0823571428571429, 0.013003152972544316)]"
adam,3,0.8,"[(0.0832857142857143, 0.013144014946694333)]"
adam,3,0.9,"[(0.08457142857142852, 0.013423781429531012)]"
adam,3,1.0,"[(0.08371428571428574, 0.013335548031747031)]"
adam,4,0.01,"[(0.12128571428571433, 0.018239478426976777)]"
adam,4,0.1,"[(0.09250000000000003, 0.014028731480741774)]"
adam,4,0.2,"[(0.08850000000000002, 0.013870484517801838)]"
adam,4,0.3,"[(0.09064285714285714, 0.014139054166967634)]"
adam,4,0.4,"[(0.09299999999999997, 0.014433737250774218)]"
adam,4,0.5,"[(0.08921428571428569, 0.013999168011756616)]"
adam,4,0.6,"[(0.08792857142857147, 0.01352640135233661)]"
adam,4,0.7,"[(0.0903571428571428, 0.013810371621840999)]"
adam,4,0.8,"[(0.08671428571428574, 0.013533960373515822)]"
adam,4,0.9,"[(0.08957142857142852, 0.013938443344048555)]"
adam,4,1.0,"[(0.08521428571428569, 0.01354012764508398)]"
