function,dimensions,checkpoint,mean,std,median,max,min
F192013,10,0.01,4681.050792267198,4973.080043489597,3069.7962667557267,21621.708961668668,37.76589103844174
F192013,10,0.1,3.4319580955686586,0.7021320318647403,3.535416987824817,5.0967720540501205,2.099273507046462
F192013,10,0.2,1.9549433137399699,0.3864404036096422,1.9442332891059095,2.7970002382923553,1.1126337312400665
F192013,10,0.3,1.5530121577075386,0.34437691988144936,1.554321375976997,2.1877717999593074,0.8559602512492006
F192013,10,0.4,1.3320139771509725,0.29983050689202284,1.3248670969825866,1.989437342892245,0.8006660906406751
F192013,10,0.5,1.1800431527485213,0.28510217517360775,1.1434022680547287,1.9185256569384705,0.7325858766740794
F192013,10,0.6,1.1156818648385058,0.2776630080332975,1.071812719596096,1.796564022413861,0.6585791064443356
F192013,10,0.7,1.0814743791195447,0.26271754902531064,1.0506619492919071,1.6538387845187685,0.6479713264891984
F192013,10,0.8,1.033981515249875,0.239304034630469,1.01683868438829,1.557499670410607,0.6389488613153276
F192013,10,0.9,0.9209441054404414,0.21743845553455762,0.9177796971873704,1.400807342980272,0.4514233560187222
F192013,10,1.0,0.9051783092177264,0.2105571280715665,0.9157302836856616,1.4007757506902863,0.4475688926004864
F192013,30,0.01,1955082.2872748699,852019.8354531936,1894011.5576953008,4882684.277962314,423166.3041576142
F192013,30,0.1,693.8439351793518,333.8209816449127,718.5112578999988,1697.1267568226476,161.46343125440967
F192013,30,0.2,24.791035384772126,1.8305585693410233,24.806494371582176,29.986609784988218,19.617095374080122
F192013,30,0.3,19.148337751573493,1.846998183765318,19.617095374080122,22.851057205785537,15.296088489085491
F192013,30,0.4,16.0834989628837,1.7305639069685776,16.280661395881452,18.9713230824226,10.143859252510197
F192013,30,0.5,13.888099624480457,1.804103549996407,14.238762999943106,16.72506427423241,8.302976817919898
F192013,30,0.6,13.155212402350154,1.8410103853406834,13.553761652093272,16.45325099861475,7.436918557479032
F192013,30,0.7,12.65656727078006,1.8802771652823522,13.037744097606037,16.45325099861475,7.072174759291499
F192013,30,0.8,12.046102704607224,1.9904937742941982,12.526269646696164,16.45325099861475,5.96898025102945
F192013,30,0.9,11.357125639299644,1.95062685877549,11.912883363083438,15.212309642148625,5.2583622399082515
F192013,30,1.0,10.534211635712724,1.9097494967064699,10.884065095221558,14.128627967726288,4.8626360017449315
F192013,50,0.01,1240841.8034651016,161545.0024594153,1225087.8491599758,1577178.5124956912,921092.6832516791
F192013,50,0.1,9989.1549138204,1850.6686454363182,9908.379815133612,15716.524112141266,6531.231297337471
F192013,50,0.2,119.12036902075259,16.65648599097375,115.78493788232686,160.38767177669115,87.29712457010862
F192013,50,0.3,41.8693285735087,3.4516172140330124,42.24613076127764,51.68759300263389,29.818094763616273
F192013,50,0.4,37.95358238722071,2.5861581789135655,38.221304370971666,43.76879242212351,29.818094763616273
F192013,50,0.5,35.37467108859091,1.8458901507001872,35.838806640937264,38.61840244585869,29.818094763616273
F192013,50,0.6,34.103169075978236,1.91065480322308,34.5758926417185,37.16624486855949,28.048711794816086
F192013,50,0.7,32.88018035409369,1.7755154580353334,33.22071835967995,35.93477353321407,28.048711794816086
F192013,50,0.8,31.475577693732436,1.8487437185817521,31.859018015643983,35.169861026036415,27.03491838772402
F192013,50,0.9,29.693387910026594,2.876743035085791,29.838874494542665,34.30976611519304,23.61864550259986
F192013,50,1.0,27.549474953993403,3.526006755673287,27.363310752527696,33.10658015426225,18.768419685346544
