function,dimensions,checkpoint,mean,std,median,max,min
F262013,10,0.01,674.4692116900758,597.349235119591,460.09906500477337,3231.529070358194,200.72844076906472
F262013,10,0.1,415.36349764345624,123.5888790953188,386.823186067626,765.1173606341076,200.10537534974264
F262013,10,0.2,402.781766042644,117.45594530495917,377.3994655976601,765.1173606341076,200.0608455043864
F262013,10,0.3,400.6020827038634,117.92260547159275,369.3481026207753,765.1172713922497,200.03790034470853
F262013,10,0.4,399.42401357859836,118.1050747960338,364.4096823264895,765.1172713922497,200.02444500424372
F262013,10,0.5,398.64410869604535,118.1505968121123,363.2194829686455,765.1172713922497,200.01642810369913
F262013,10,0.6,397.6669489455553,118.17829084676119,363.2194829686455,765.1172713922497,200.01158982438142
F262013,10,0.7,397.12826518065674,118.26412591601978,363.2194829686455,765.1172713922497,200.00862544189977
F262013,10,0.8,396.4449941809818,118.30024621073497,363.2194829686455,765.1172713922497,200.0067783677082
F262013,10,0.9,396.1365961848535,118.55701155798431,363.2194829686455,765.1172713922497,200.0055956710289
F262013,10,1.0,395.75101186995425,118.92888671805132,363.2194829686455,765.1172713922497,200.00481214874844
F262013,30,0.01,2702.066293308728,3295.767560942267,1563.644677017145,16246.619500397857,219.28219418664617
F262013,30,0.1,1219.6363291602556,880.4567077383236,1064.4800852498001,3990.747043585762,201.55662280856382
F262013,30,0.2,1155.462643751604,900.5183807138068,987.3170268701178,3917.248973693948,200.79919614849587
F262013,30,0.3,1137.6096158929545,906.2271465557955,987.3170268701178,3915.1916533305357,200.53090162844182
F262013,30,0.4,1126.392728732029,904.2414098152343,979.7282742826792,3863.107047886403,200.386842173363
F262013,30,0.5,1123.9089622783154,906.3371432094823,979.727399268379,3862.94144758927,200.299552748799
F262013,30,0.6,1121.4659573445567,908.368776970983,979.7273992533583,3862.940947058367,200.24379096968892
F262013,30,0.7,1120.2271836776831,909.4188300103101,979.7273992528212,3862.9409442649376,200.2062679238902
F262013,30,0.8,1119.3929512898385,910.1290590809417,979.7273992526316,3862.9409441745966,200.17997933593801
F262013,30,0.9,1118.7072620110885,910.7222597351822,979.7273992526316,3862.940944163418,200.1607804678456
F262013,30,1.0,1118.055345504085,911.2768322216007,979.7273992526316,3862.940944163418,200.14620100832894
F262013,50,0.01,4052.063379692245,4957.198704703971,2038.69281237203,20270.03096457795,551.6693282996998
F262013,50,0.1,1631.4968009767306,1266.7069016761204,717.8398713551674,4381.681770051763,293.2192907727672
F262013,50,0.2,1541.1819441081695,1320.2614955763572,622.9097530725987,4375.326524638228,248.89466905663448
F262013,50,0.3,1519.0342583023098,1334.9437648533046,596.513822808763,4339.301293902865,230.60479831597945
F262013,50,0.4,1508.9934284781502,1340.5849338778175,593.6368293422979,4317.807535199241,221.51598781785242
F262013,50,0.5,1503.5588681072866,1342.4767021051432,590.5114544997598,4317.776716391042,216.38932757795192
F262013,50,0.6,1499.0185870973455,1342.4955253279177,585.6869370181871,4265.752972230082,213.21044495096248
F262013,50,0.7,1497.117590380366,1343.801812511882,585.0326250829803,4261.995080830142,211.11072169939484
F262013,50,0.8,1495.1227480935227,1345.3179719455384,576.7633337623479,4261.992582398366,209.6534449567955
F262013,50,0.9,1493.310603560631,1346.6955632516263,576.6708118067145,4261.992578921926,208.60474450101447
F262013,50,1.0,1491.7103385232565,1347.9215860817824,572.785678389731,4261.992578761746,207.82257922020858
