checkpoint,mean,std,median,max,min
0.01,0.12242549702828276,0.006492338016218545,0.12040327523210852,0.1346183823962359,0.11247951951846713
0.1,0.11439111873038658,0.0040846132812296255,0.11437517396618274,0.12665432390891332,0.1061591978459572
0.2,0.11272223486034254,0.0031164391577646546,0.11402547465897105,0.11662357360671469,0.1061591978459572
0.3,0.11042788490975948,0.0031360044073754363,0.11005525462403803,0.11628569901529354,0.10511510093180647
0.4,0.10925088251955359,0.0032082531387711407,0.10913398405809498,0.11642571977969461,0.10396563451648916
0.5,0.10873995920793197,0.003859137291610947,0.10848333204520151,0.11642571977969461,0.10095935160855744
0.6,0.10755060908143803,0.003260743490139693,0.1068988404392695,0.11516979893470247,0.10095935160855744
0.7,0.10665335322471753,0.0026833738597945387,0.10653316010496056,0.11366713532115841,0.10095935160855744
0.8,0.10623902971390892,0.0025853756568766763,0.1061591978459572,0.11366713532115841,0.10095935160855744
0.9,0.10606062084615679,0.0021903426315368043,0.1061591978459572,0.10945919655784667,0.10095935160855744
1.0,0.10623960451743143,0.0022986479107018815,0.1061591978459572,0.1095925209467746,0.10095935160855744
