algorithm,run,checkpoint,error
adam,0,0.01,[0.0910603788201092]
adam,0,0.1,[0.09122350347303974]
adam,0,0.2,[0.0911994938987156]
adam,0,0.3,[0.09181167746143412]
adam,0,0.4,[0.09234569180089]
adam,0,0.5,[0.0925961715571431]
adam,0,0.6,[0.09124471609051638]
adam,0,0.7,[0.09333447121432605]
adam,0,0.8,[0.09179279377943665]
adam,0,0.9,[0.0944374584183319]
adam,0,1.0,[0.09246779439748415]
adam,1,0.01,[0.0786743144440404]
adam,1,0.1,[0.07712360159260336]
adam,1,0.2,[0.07825399866232294]
adam,1,0.3,[0.07837677248694645]
adam,1,0.4,[0.07841873358512644]
adam,1,0.5,[0.0763731666552801]
adam,1,0.6,[0.07762247733352856]
adam,1,0.7,[0.07678997549682605]
adam,1,0.8,[0.0771821060241505]
adam,1,0.9,[0.07694288995849492]
adam,1,1.0,[0.07879766347994006]
adam,2,0.01,[0.08459329087680863]
adam,2,0.1,[0.08391250514317629]
adam,2,0.2,[0.07801103368466349]
adam,2,0.3,[0.07920789275911641]
adam,2,0.4,[0.07716001904636093]
adam,2,0.5,[0.07792343806619167]
adam,2,0.6,[0.07674350508743029]
adam,2,0.7,[0.07682835331027459]
adam,2,0.8,[0.07876162457558143]
adam,2,0.9,[0.07835959223733197]
adam,2,1.0,[0.07692323844384553]
adam,3,0.01,[0.09345543016106678]
adam,3,0.1,[0.09274889859926683]
adam,3,0.2,[0.09203494173918786]
adam,3,0.3,[0.09122306553747336]
adam,3,0.4,[0.09157754702289436]
adam,3,0.5,[0.09232335001000451]
adam,3,0.6,[0.09233680722996566]
adam,3,0.7,[0.09299149278924548]
adam,3,0.8,[0.09158688564661388]
adam,3,0.9,[0.09332362694317158]
adam,3,1.0,[0.09295746796851083]
adam,4,0.01,[0.09193425271998074]
adam,4,0.1,[0.09115647003950739]
adam,4,0.2,[0.09220114787900864]
adam,4,0.3,[0.091928671908421]
adam,4,0.4,[0.09229451849110619]
adam,4,0.5,[0.09158375301807122]
adam,4,0.6,[0.09196743166029205]
adam,4,0.7,[0.09276611225284863]
adam,4,0.8,[0.09311948840958358]
adam,4,0.9,[0.09199934167731418]
adam,4,1.0,[0.09304301515290363]
adam,5,0.01,[0.09276957691797934]
adam,5,0.1,[0.09168858835164974]
adam,5,0.2,[0.09190064855730834]
adam,5,0.3,[0.09177806977473864]
adam,5,0.4,[0.09180486735583625]
adam,5,0.5,[0.09218844705837057]
adam,5,0.6,[0.09247778643047028]
adam,5,0.7,[0.09414735098640031]
adam,5,0.8,[0.0933927895993942]
adam,5,0.9,[0.09138835240420451]
adam,5,1.0,[0.09112709637397437]
adam,6,0.01,[0.09208446342804863]
adam,6,0.1,[0.09162731086836862]
adam,6,0.2,[0.09249270978090474]
adam,6,0.3,[0.09127548229520295]
adam,6,0.4,[0.091429840505256]
adam,6,0.5,[0.09144852633471029]
adam,6,0.6,[0.09246880105297749]
adam,6,0.7,[0.09134599752528948]
adam,6,0.8,[0.0914141496981682]
adam,6,0.9,[0.09195827069567346]
adam,6,1.0,[0.09309396523688353]
adam,7,0.01,[0.09181353554316325]
adam,7,0.1,[0.09231268195209236]
adam,7,0.2,[0.09203001900786464]
adam,7,0.3,[0.0927879783503891]
adam,7,0.4,[0.09253767501453186]
adam,7,0.5,[0.09232954971353924]
adam,7,0.6,[0.09254152922609227]
adam,7,0.7,[0.09229217848300184]
adam,7,0.8,[0.0920712651588666]
adam,7,0.9,[0.09156067614863107]
adam,7,1.0,[0.09388052551735172]
adam,8,0.01,[0.0834013999055145]
adam,8,0.1,[0.07617121382564816]
adam,8,0.2,[0.07541754650075341]
adam,8,0.3,[0.0747256389238691]
adam,8,0.4,[0.075692691192807]
adam,8,0.5,[0.07803813272601164]
adam,8,0.6,[0.07730244758634416]
adam,8,0.7,[0.07645314436230231]
adam,8,0.8,[0.07588891863399393]
adam,8,0.9,[0.07629491725338387]
adam,8,1.0,[0.07702253551007035]
adam,9,0.01,[0.09224557453874609]
adam,9,0.1,[0.09367923798548279]
adam,9,0.2,[0.09224339381236929]
adam,9,0.3,[0.09417574880268295]
adam,9,0.4,[0.09120212927130407]
adam,9,0.5,[0.09301997687139807]
adam,9,0.6,[0.09208704495172944]
adam,9,0.7,[0.09210236172766341]
adam,9,0.8,[0.09350384485919108]
adam,9,0.9,[0.09210354821540545]
adam,9,1.0,[0.09187579430296479]
adam,10,0.01,[0.09057780732425537]
adam,10,0.1,[0.09093229576721637]
adam,10,0.2,[0.09303515523905193]
adam,10,0.3,[0.09107622643597496]
adam,10,0.4,[0.09078436721215725]
adam,10,0.5,[0.09200687675574291]
adam,10,0.6,[0.09303262778165662]
adam,10,0.7,[0.09230703458112839]
adam,10,0.8,[0.09144643750106354]
adam,10,0.9,[0.09118886926938362]
adam,10,1.0,[0.09242818229621198]
adam,11,0.01,[0.09187679134000828]
adam,11,0.1,[0.09251086281753111]
adam,11,0.2,[0.08274973576498255]
adam,11,0.3,[0.08505825259232107]
adam,11,0.4,[0.08338689451648827]
adam,11,0.5,[0.08332019705582945]
adam,11,0.6,[0.0830991398295736]
adam,11,0.7,[0.08270748521104558]
adam,11,0.8,[0.08424270010720017]
adam,11,0.9,[0.08291486568148618]
adam,11,1.0,[0.08658842067848778]
adam,12,0.01,[0.0946255955285732]
adam,12,0.1,[0.09338702489997348]
adam,12,0.2,[0.09095667408269276]
adam,12,0.3,[0.092498233948183]
adam,12,0.4,[0.0926249924558979]
adam,12,0.5,[0.09247592422065967]
adam,12,0.6,[0.09199844289880353]
adam,12,0.7,[0.0926655302139545]
adam,12,0.8,[0.09116464648397647]
adam,12,0.9,[0.09417153110392881]
adam,12,1.0,[0.09357486227419581]
adam,13,0.01,[0.08400914670926045]
adam,13,0.1,[0.08370931906323374]
adam,13,0.2,[0.0836400443336888]
adam,13,0.3,[0.08443137556026331]
adam,13,0.4,[0.08447491312951663]
adam,13,0.5,[0.08478499685536872]
adam,13,0.6,[0.08242732882933318]
adam,13,0.7,[0.08254781879656493]
adam,13,0.8,[0.08340249165196216]
adam,13,0.9,[0.08485164359484174]
adam,13,1.0,[0.08376632240902507]
adam,14,0.01,[0.09357113444304288]
adam,14,0.1,[0.09171675860853873]
adam,14,0.2,[0.0925480140846258]
adam,14,0.3,[0.09146658762383854]
adam,14,0.4,[0.09093506082199351]
adam,14,0.5,[0.09169265722752495]
adam,14,0.6,[0.0925028868014612]
adam,14,0.7,[0.09417485872195556]
adam,14,0.8,[0.09284019332766011]
adam,14,0.9,[0.09238528675684612]
adam,14,1.0,[0.0912309545626613]
adam,15,0.01,[0.09228505864559139]
adam,15,0.1,[0.08339718461880162]
adam,15,0.2,[0.08270019183302244]
adam,15,0.3,[0.08354564394656841]
adam,15,0.4,[0.08331178992303911]
adam,15,0.5,[0.08350590644161401]
adam,15,0.6,[0.0833347723525256]
adam,15,0.7,[0.08385149814047377]
adam,15,0.8,[0.08406661675311906]
adam,15,0.9,[0.08477633364637101]
adam,15,1.0,[0.08297875479516588]
adam,16,0.01,[0.09263600256814024]
adam,16,0.1,[0.09127571122185124]
adam,16,0.2,[0.09081242161275146]
adam,16,0.3,[0.0925526893900523]
adam,16,0.4,[0.09140713765253282]
adam,16,0.5,[0.09353092334565855]
adam,16,0.6,[0.09239166891396315]
adam,16,0.7,[0.0910945867114761]
