algorithm,run,checkpoint,error
adagrad,0,0.01,"[(0.8958571428571429, 0.13094432946335358)]"
adagrad,0,0.1,"[(0.8654999999999999, 0.09239361993204787)]"
adagrad,0,0.2,"[(0.8312857142857143, 0.08921504597740881)]"
adagrad,0,0.3,"[(0.7897142857142857, 0.08716506605009751)]"
adagrad,0,0.4,"[(0.7563571428571428, 0.08499919319260128)]"
adagrad,0,0.5,"[(0.7221428571428572, 0.08267886824337609)]"
adagrad,0,0.6,"[(0.6907142857142857, 0.08046550397418126)]"
adagrad,0,0.7,"[(0.6570714285714285, 0.0783857885042611)]"
adagrad,0,0.8,"[(0.6305714285714286, 0.07660409474553682)]"
adagrad,0,0.9,"[(0.6070714285714286, 0.07483776185108972)]"
adagrad,0,1.0,"[(0.5866428571428571, 0.0732455449035809)]"
adagrad,1,0.01,"[(0.9008571428571428, 0.13439767819929527)]"
adagrad,1,0.1,"[(0.8669285714285715, 0.09389664193334046)]"
adagrad,1,0.2,"[(0.8362857142857143, 0.0899886840752948)]"
adagrad,1,0.3,"[(0.8096428571428571, 0.08803074903311489)]"
adagrad,1,0.4,"[(0.7715714285714286, 0.08607667432732485)]"
adagrad,1,0.5,"[(0.7340714285714286, 0.083907391049662)]"
adagrad,1,0.6,"[(0.7030714285714286, 0.08176229568541607)]"
adagrad,1,0.7,"[(0.6717142857142857, 0.07968662934393372)]"
adagrad,1,0.8,"[(0.6418571428571429, 0.07772738241988657)]"
adagrad,1,0.9,"[(0.6160714285714286, 0.07591523485705216)]"
adagrad,1,1.0,"[(0.5955714285714286, 0.07426533656580878)]"
adagrad,2,0.01,"[(0.897, 0.12559457887457035)]"
adagrad,2,0.1,"[(0.8722857142857143, 0.0921262669992459)]"
adagrad,2,0.2,"[(0.8300714285714286, 0.08909430245892497)]"
adagrad,2,0.3,"[(0.7752142857142857, 0.08702722290925675)]"
adagrad,2,0.4,"[(0.7466428571428572, 0.08529853269402136)]"
adagrad,2,0.5,"[(0.7112857142857143, 0.08359923420322916)]"
adagrad,2,0.6,"[(0.6867857142857143, 0.0818442252979906)]"
adagrad,2,0.7,"[(0.6581428571428571, 0.08015427550058687)]"
adagrad,2,0.8,"[(0.6425714285714286, 0.07865158605925572)]"
adagrad,2,0.9,"[(0.6212142857142857, 0.07719571192225094)]"
adagrad,2,1.0,"[(0.6057142857142856, 0.07596898886532062)]"
adagrad,3,0.01,"[(0.9029285714285714, 0.1339637077260977)]"
adagrad,3,0.1,"[(0.8649285714285715, 0.09344775238208029)]"
adagrad,3,0.2,"[(0.8342142857142857, 0.08969637684833802)]"
adagrad,3,0.3,"[(0.7940714285714285, 0.08742657865070982)]"
adagrad,3,0.4,"[(0.7586428571428572, 0.08511840286705964)]"
adagrad,3,0.5,"[(0.7207857142857144, 0.08269017516817756)]"
adagrad,3,0.6,"[(0.6848571428571428, 0.08043192505214644)]"
adagrad,3,0.7,"[(0.6483571428571429, 0.07835713790888602)]"
adagrad,3,0.8,"[(0.6205, 0.07650452041365914)]"
adagrad,3,0.9,"[(0.6014999999999999, 0.07479774318545755)]"
adagrad,3,1.0,"[(0.5780714285714286, 0.07321231524256945)]"
adagrad,4,0.01,"[(0.9009285714285714, 0.13431202953153681)]"
adagrad,4,0.1,"[(0.8595714285714285, 0.09327145727910854)]"
adagrad,4,0.2,"[(0.8334285714285714, 0.08961946037559965)]"
adagrad,4,0.3,"[(0.7882142857142858, 0.08719059713604495)]"
adagrad,4,0.4,"[(0.7472857142857143, 0.08477710066509653)]"
adagrad,4,0.5,"[(0.7131428571428571, 0.08236382683087402)]"
adagrad,4,0.6,"[(0.6805714285714286, 0.08017187110077281)]"
adagrad,4,0.7,"[(0.6485714285714286, 0.0781717050292438)]"
adagrad,4,0.8,"[(0.6213571428571428, 0.07633411863506724)]"
adagrad,4,0.9,"[(0.5982857142857143, 0.07460994626027315)]"
adagrad,4,1.0,"[(0.5768571428571428, 0.0729882574125141)]"
