checkpoint,mean,std,median,max,min
0.01,0.1522958635251446,0.014940954428525688,0.15242653754551277,0.18341036557201965,0.10291503864904039
0.1,0.019734261583453743,0.01401467062076368,0.01707343862674485,0.05928089967603249,0.0006468290050310286
0.2,0.022365159870787743,0.016143047089566757,0.020419918014376766,0.0681187832517,0.00015789980473419912
0.3,0.024384142875512993,0.01661063405688378,0.023345499397688582,0.06627350432646947,6.436008246685533e-05
0.4,0.026079343451088973,0.01775005058447189,0.022815126682077556,0.068414954553205,3.189831014972686e-05
0.5,0.026840861851365756,0.018139002322955854,0.022833244506590127,0.06821507599417942,2.2886108508365786e-05
0.6,0.02757871472119139,0.01871425121894653,0.023310134325318,0.06882774089673255,1.6139673038378057e-05
0.7,0.028435038381822746,0.019438143729029404,0.02729024336831791,0.07412903429507144,1.058887296219745e-05
0.8,0.028430960904880002,0.01980929314522402,0.026651624300128275,0.07806991630142408,7.4784375108624135e-06
0.9,0.027960170018762432,0.020054356025794143,0.022176222417535908,0.08104037578648719,5.499414342447831e-06
1.0,0.028746801620685443,0.020750987087462373,0.02224241654066638,0.08347054329807198,4.316242215204406e-06
