algorithm,run,checkpoint,error
adagrad,0,0.01,"[(0.06666666666666665, 0.034754544521467125, 0.03281593322753906)]"
adagrad,0,0.1,"[(0.06666666666666665, 0.04113187849810664, 0.31902146339416504)]"
adagrad,0,0.2,"[(0.06666666666666665, 0.04315309226355798, 0.635211706161499)]"
adagrad,0,0.3,"[(0.06666666666666665, 0.043026682081958124, 0.950573205947876)]"
adagrad,0,0.4,"[(0.06666666666666665, 0.04289915229026014, 1.2676551342010498)]"
adagrad,0,0.5,"[(0.06666666666666665, 0.04290163888163813, 1.5830819606781006)]"
adagrad,0,0.6,"[(0.06666666666666665, 0.04281733460361609, 1.898146629333496)]"
adagrad,0,0.7,"[(0.06666666666666665, 0.042775538018455905, 2.2140204906463623)]"
adagrad,0,0.8,"[(0.06666666666666665, 0.04277157689571893, 2.529839515686035)]"
adagrad,0,0.9,"[(0.06666666666666665, 0.042740404141010595, 2.844240427017212)]"
adagrad,0,1.0,"[(0.06666666666666665, 0.04270371622033127, 3.1605284214019775)]"
adagrad,1,0.01,"[(0.09999999999999998, 0.06480884503618833, 0.033684730529785156)]"
adagrad,1,0.1,"[(0.09999999999999998, 0.0537622823661496, 0.32097315788269043)]"
adagrad,1,0.2,"[(0.06666666666666665, 0.045890016782468485, 0.6367843151092529)]"
adagrad,1,0.3,"[(0.06666666666666665, 0.045598900402745564, 0.951815128326416)]"
adagrad,1,0.4,"[(0.06666666666666665, 0.04546570924731593, 1.2696585655212402)]"
adagrad,1,0.5,"[(0.06666666666666665, 0.04542126812573251, 1.5863194465637207)]"
adagrad,1,0.6,"[(0.06666666666666665, 0.04536522509805315, 1.901933193206787)]"
adagrad,1,0.7,"[(0.06666666666666665, 0.045321386827447, 2.217787742614746)]"
adagrad,1,0.8,"[(0.06666666666666665, 0.045277835874820926, 2.533599376678467)]"
adagrad,1,0.9,"[(0.06666666666666665, 0.045252559973864674, 2.8488082885742188)]"
adagrad,1,1.0,"[(0.06666666666666665, 0.04522438113959907, 3.165074110031128)]"
