checkpoint,mean,std,median,max,min
0.01,0.11600668588673432,0.021961884883121528,0.10684473095748069,0.18028571009737382,0.09311145116824579
0.1,0.1062284567618983,0.02333593313836387,0.09785749238799597,0.18028571009737382,0.08541779040234228
0.2,0.10385064856405617,0.023670365171822045,0.09342829671560081,0.18028571009737382,0.08507943266419744
0.3,0.10332877909945895,0.023657175872529353,0.09347263089824474,0.18028571009737382,0.08597092742018796
0.4,0.10249535545360816,0.02354650924623327,0.09347263089824474,0.18028571009737382,0.08597092742018796
0.5,0.10211839391483422,0.023632159147931705,0.09342829671560081,0.18028571009737382,0.08597092742018796
0.6,0.10199717234736229,0.023694850904653685,0.09328167888737195,0.18028571009737382,0.08597092742018796
0.7,0.10176355416855715,0.02377286672818884,0.09326975742653092,0.18028571009737382,0.08597092742018796
0.8,0.10138212767393565,0.024024109592510945,0.09326975742653092,0.18028571009737382,0.08344997232590363
0.9,0.10141893933579386,0.024004194429017613,0.09326975742653092,0.18028571009737382,0.08344997232590363
1.0,0.10139921454414472,0.024025305981467883,0.09328167888737195,0.18028571009737382,0.08344997232590363
