algorithm,run,checkpoint,error
adam,0,0.01,"[(0.4666666666666667, 0.2096991935207626, 0.08861303329467773)]"
adam,0,0.1,"[(0.033333333333333326, 0.04007541563727182, 0.6096229553222656)]"
adam,0,0.2,"[(0.033333333333333326, 0.014841592712340042, 1.1908564567565918)]"
adam,0,0.3,"[(0.033333333333333326, 0.014394847776514211, 1.768723487854004)]"
adam,0,0.4,"[(0.033333333333333326, 0.01562363396587115, 2.347546100616455)]"
adam,0,0.5,"[(0.033333333333333326, 0.01802932092735242, 2.9252657890319824)]"
adam,0,0.6,"[(0.033333333333333326, 0.020083464585053744, 3.5046417713165283)]"
adam,0,0.7,"[(0.033333333333333326, 0.0212040360167666, 4.083808898925781)]"
adam,0,0.8,"[(0.033333333333333326, 0.021749476860775014, 4.661694765090942)]"
adam,0,0.9,"[(0.033333333333333326, 0.02193103390928886, 5.2377824783325195)]"
adam,0,1.0,"[(0.033333333333333326, 0.02202200597120271, 5.813548803329468)]"
adam,1,0.01,"[(0.6666666666666667, 0.20460645145113796, 0.09846758842468262)]"
adam,1,0.1,"[(0.033333333333333326, 0.044409353753157715, 0.6167194843292236)]"
adam,1,0.2,"[(0.033333333333333326, 0.014641317067037113, 1.1947271823883057)]"
adam,1,0.3,"[(0.033333333333333326, 0.014286179049917374, 1.7706255912780762)]"
adam,1,0.4,"[(0.033333333333333326, 0.01623962160574854, 2.3466787338256836)]"
adam,1,0.5,"[(0.033333333333333326, 0.018044340010802237, 2.921854257583618)]"
adam,1,0.6,"[(0.033333333333333326, 0.019464721567846496, 3.4984819889068604)]"
adam,1,0.7,"[(0.033333333333333326, 0.02051359295170339, 4.075019359588623)]"
adam,1,0.8,"[(0.033333333333333326, 0.02114613906775264, 4.648329257965088)]"
adam,1,0.9,"[(0.033333333333333326, 0.021520860080353855, 5.2224507331848145)]"
adam,1,1.0,"[(0.033333333333333326, 0.02179213010742195, 5.79529333114624)]"
adam,2,0.01,"[(0.4, 0.21160629048579668, 0.058769941329956055)]"
adam,2,0.1,"[(0.06666666666666665, 0.05549160478955411, 0.573265552520752)]"
adam,2,0.2,"[(0.06666666666666665, 0.02847675239594681, 1.1464993953704834)]"
adam,2,0.3,"[(0.06666666666666665, 0.025837995203431014, 1.7159507274627686)]"
adam,2,0.4,"[(0.06666666666666665, 0.026545901610222578, 2.286116123199463)]"
adam,2,0.5,"[(0.06666666666666665, 0.027839250057238384, 2.855841875076294)]"
adam,2,0.6,"[(0.06666666666666665, 0.02854924931528609, 3.42686128616333)]"
adam,2,0.7,"[(0.06666666666666665, 0.028614225824125258, 3.9970667362213135)]"
adam,2,0.8,"[(0.06666666666666665, 0.028075659269081867, 4.567351818084717)]"
adam,2,0.9,"[(0.06666666666666665, 0.027401588626100808, 5.1352784633636475)]"
adam,2,1.0,"[(0.033333333333333326, 0.02654746358493516, 5.70282506942749)]"
adam,3,0.01,"[(0.7333333333333334, 0.2160375954334484, 0.05833625793457031)]"
adam,3,0.1,"[(0.1333333333333333, 0.07202216005456967, 0.5705888271331787)]"
adam,3,0.2,"[(0.06666666666666665, 0.033764300535385254, 1.1424102783203125)]"
adam,3,0.3,"[(0.06666666666666665, 0.02724528333999577, 1.7100541591644287)]"
adam,3,0.4,"[(0.06666666666666665, 0.029922439962442846, 2.27878737449646)]"
adam,3,0.5,"[(0.09999999999999998, 0.03922572319002733, 2.846485137939453)]"
adam,3,0.6,"[(0.09999999999999998, 0.049306509387017874, 3.4153096675872803)]"
adam,3,0.7,"[(0.09999999999999998, 0.05606162323153019, 3.9831111431121826)]"
adam,3,0.8,"[(0.09999999999999998, 0.060043139174462835, 4.549822568893433)]"
adam,3,0.9,"[(0.09999999999999998, 0.06274601471677758, 5.114989757537842)]"
adam,3,1.0,"[(0.09999999999999998, 0.06406028627977417, 5.680781602859497)]"
adam,4,0.01,"[(0.5333333333333333, 0.21687301289517508, 0.058316707611083984)]"
adam,4,0.1,"[(0.1333333333333333, 0.060632145375594186, 0.5711851119995117)]"
adam,4,0.2,"[(0.033333333333333326, 0.025982685323993785, 1.1442301273345947)]"
adam,4,0.3,"[(0.033333333333333326, 0.017891793774389146, 1.7138700485229492)]"
adam,4,0.4,"[(0.033333333333333326, 0.016722197261284936, 2.284088134765625)]"
adam,4,0.5,"[(0.033333333333333326, 0.016586369743498027, 2.853426456451416)]"
adam,4,0.6,"[(0.033333333333333326, 0.016566151342851068, 3.424823522567749)]"
adam,4,0.7,"[(0.033333333333333326, 0.016725647823911848, 3.9947047233581543)]"
adam,4,0.8,"[(0.033333333333333326, 0.01707674985994063, 4.563209772109985)]"
adam,4,0.9,"[(0.033333333333333326, 0.017628917331135443, 5.130499839782715)]"
adam,4,1.0,"[(0.033333333333333326, 0.01840270912847686, 5.697666883468628)]"
adam,5,0.01,"[(0.6, 0.21582465796693032, 0.05846834182739258)]"
adam,5,0.1,"[(0.033333333333333326, 0.04359227004667416, 0.5713119506835938)]"
adam,5,0.2,"[(0.0, 0.012574093118693144, 1.143479585647583)]"
adam,5,0.3,"[(0.0, 0.006930232244084995, 1.7108583450317383)]"
adam,5,0.4,"[(0.0, 0.005249074792289312, 2.2789957523345947)]"
adam,5,0.5,"[(0.0, 0.004337810422310669, 2.846050262451172)]"
adam,5,0.6,"[(0.0, 0.003689201567996343, 3.414628028869629)]"
adam,5,0.7,"[(0.0, 0.003280642183697197, 3.983104705810547)]"
adam,5,0.8,"[(0.0, 0.002990375300349549, 4.549816131591797)]"
adam,5,0.9,"[(0.0, 0.002825286041730134, 5.1150195598602295)]"
adam,5,1.0,"[(0.0, 0.002664367135591897, 5.680846214294434)]"
adam,6,0.01,"[(0.4666666666666667, 0.21453125128406658, 0.05815577507019043)]"
adam,6,0.1,"[(0.09999999999999998, 0.05967027383419961, 0.5680773258209229)]"
adam,6,0.2,"[(0.033333333333333326, 0.02091789800911208, 1.1402623653411865)]"
adam,6,0.3,"[(0.033333333333333326, 0.019580859958528846, 1.7088987827301025)]"
adam,6,0.4,"[(0.033333333333333326, 0.019683559255529, 2.277080535888672)]"
adam,6,0.5,"[(0.033333333333333326, 0.020094179100986292, 2.843914747238159)]"
adam,6,0.6,"[(0.033333333333333326, 0.021465575927149497, 3.414682149887085)]"
