algorithm,run,checkpoint,error
adam,0,0.01,"[(0.6647142857142857, 0.08368841714313224, 2.0000193119049072)]"
adam,0,0.1,"[(0.2121428571428572, 0.03590632159589544, 17.717344045639038)]"
adam,0,0.2,"[(0.15900000000000003, 0.024502226518861463, 44.41445183753967)]"
adam,0,0.3,"[(0.1251428571428571, 0.019300538899684375, 99.45116996765137)]"
adam,0,0.4,"[(0.11635714285714283, 0.017927088800784134, 158.03393006324768)]"
adam,0,0.5,"[(0.10685714285714287, 0.01646042907377291, 211.64564204216003)]"
adam,0,0.6,"[(0.09878571428571425, 0.015372560739713069, 262.47144389152527)]"
adam,0,0.7,"[(0.09678571428571425, 0.015008642432239818, 324.60400223731995)]"
adam,0,0.8,"[(0.09164285714285714, 0.0142795211209263, 380.03468918800354)]"
adam,0,0.9,"[(0.0932857142857143, 0.014098747287884598, 432.56492161750793)]"
adam,0,1.0,"[(0.0902857142857143, 0.013576245299008565, 473.1177496910095)]"
adam,1,0.01,"[(0.6686428571428571, 0.08522682573013578, 1.9762961864471436)]"
adam,1,0.1,"[(0.23535714285714282, 0.03811745072649079, 17.721011638641357)]"
adam,1,0.2,"[(0.15492857142857142, 0.02415745376149005, 48.689316749572754)]"
adam,1,0.3,"[(0.12949999999999995, 0.019665223623003863, 87.9033567905426)]"
adam,1,0.4,"[(0.11435714285714282, 0.01770782503276546, 132.6274495124817)]"
adam,1,0.5,"[(0.10785714285714287, 0.01628664239554343, 178.82420659065247)]"
adam,1,0.6,"[(0.1062142857142857, 0.016287031936910987, 228.2639455795288)]"
adam,1,0.7,"[(0.10157142857142853, 0.015307135663908908, 276.50255274772644)]"
adam,1,0.8,"[(0.09464285714285714, 0.014247857258203737, 323.3839395046234)]"
adam,1,0.9,"[(0.09257142857142853, 0.014162913437998373, 366.74297070503235)]"
adam,1,1.0,"[(0.09050000000000002, 0.013838615738116258, 408.6256670951843)]"
adam,2,0.01,"[(0.6712857142857143, 0.0848585273000424, 2.6098403930664062)]"
adam,2,0.1,"[(0.2251428571428571, 0.03693911374999065, 18.206169605255127)]"
adam,2,0.2,"[(0.14857142857142858, 0.02337304862398667, 51.71843194961548)]"
adam,2,0.3,"[(0.1339285714285714, 0.0202819367836444, 92.04711198806763)]"
adam,2,0.4,"[(0.11457142857142855, 0.017758918620420082, 131.54218220710754)]"
adam,2,0.5,"[(0.10864285714285715, 0.016455812391493168, 176.94523167610168)]"
adam,2,0.6,"[(0.10157142857142853, 0.015534535105752593, 221.59178018569946)]"
adam,2,0.7,"[(0.10064285714285715, 0.015289626042386891, 268.51277232170105)]"
adam,2,0.8,"[(0.09885714285714287, 0.014704328623891138, 315.2251353263855)]"
adam,2,0.9,"[(0.09642857142857142, 0.014126147863368622, 358.4908354282379)]"
adam,2,1.0,"[(0.09050000000000002, 0.01361382410582447, 403.3842046260834)]"
adam,3,0.01,"[(0.6506428571428571, 0.08449693803039363, 3.084348678588867)]"
adam,3,0.1,"[(0.21357142857142852, 0.03615966796333958, 18.606964588165283)]"
adam,3,0.2,"[(0.1508571428571429, 0.02415532952345065, 51.20323634147644)]"
adam,3,0.3,"[(0.12871428571428567, 0.019555115853859825, 93.49663352966309)]"
adam,3,0.4,"[(0.11785714285714288, 0.01789195996635832, 137.68514776229858)]"
adam,3,0.5,"[(0.11042857142857143, 0.016984485176248194, 185.44886231422424)]"
adam,3,0.6,"[(0.11064285714285715, 0.01677861897701795, 232.25188899040222)]"
adam,3,0.7,"[(0.10378571428571426, 0.015687806109610566, 278.1665313243866)]"
adam,3,0.8,"[(0.1012142857142857, 0.015221451788991378, 323.1414170265198)]"
adam,3,0.9,"[(0.09192857142857147, 0.014090685816483713, 368.35603499412537)]"
adam,3,1.0,"[(0.09457142857142853, 0.014235185517633024, 413.9110014438629)]"
adam,4,0.01,"[(0.6562857142857144, 0.08490459414307136, 1.5678324699401855)]"
adam,4,0.1,"[(0.2243571428571428, 0.03736068636320449, 6.65654730796814)]"
adam,4,0.2,"[(0.14628571428571424, 0.023096787842622875, 27.975834369659424)]"
adam,4,0.3,"[(0.12478571428571428, 0.019417786935076405, 57.43409061431885)]"
adam,4,0.4,"[(0.11357142857142855, 0.017483590340987603, 113.05353546142578)]"
adam,4,0.5,"[(0.10592857142857148, 0.016090294075513677, 159.95160746574402)]"
adam,4,0.6,"[(0.09985714285714287, 0.01510889797439049, 213.90796637535095)]"
adam,4,0.7,"[(0.09578571428571425, 0.0142834657700082, 258.8960621356964)]"
adam,4,0.8,"[(0.0932142857142857, 0.014060742128640141, 308.4567322731018)]"
adam,4,0.9,"[(0.09550000000000003, 0.014216931842996631, 372.3173973560333)]"
adam,4,1.0,"[(0.08914285714285719, 0.013405800525264024, 421.6038672924042)]"
adam,5,0.01,"[(0.6895714285714285, 0.0838947807907634, 3.798854112625122)]"
adam,5,0.1,"[(0.22878571428571426, 0.03645509400621195, 22.56977891921997)]"
adam,5,0.2,"[(0.14849999999999997, 0.02355555489889276, 58.63982176780701)]"
adam,5,0.3,"[(0.13007142857142862, 0.02001026581885106, 103.02080154418945)]"
adam,5,0.4,"[(0.12321428571428572, 0.018336163247892955, 147.12536787986755)]"
adam,5,0.5,"[(0.1070714285714286, 0.01636993468307818, 194.01353549957275)]"
adam,5,0.6,"[(0.10335714285714281, 0.015589275573263181, 240.28525161743164)]"
adam,5,0.7,"[(0.10399999999999998, 0.015640659302336785, 285.40980219841003)]"
adam,5,0.8,"[(0.0952857142857143, 0.014326595394404944, 329.911648273468)]"
adam,5,0.9,"[(0.09178571428571425, 0.013870730008353177, 372.9970443248749)]"
adam,5,1.0,"[(0.09071428571428575, 0.01388424341453952, 412.87065863609314)]"
adam,6,0.01,"[(0.6727142857142857, 0.08509699932872213, 3.9917027950286865)]"
adam,6,0.1,"[(0.23685714285714288, 0.03687397621946892, 25.408726692199707)]"
adam,6,0.2,"[(0.15392857142857141, 0.02387868856775746, 61.82241463661194)]"
adam,6,0.3,"[(0.12528571428571433, 0.018973255824430674, 106.4369249343872)]"
adam,6,0.4,"[(0.11442857142857144, 0.01733998027808017, 160.6231541633606)]"
adam,6,0.5,"[(0.10771428571428576, 0.016405990277324516, 214.46615719795227)]"
adam,6,0.6,"[(0.10750000000000004, 0.016193607583360324, 268.83828043937683)]"
adam,6,0.7,"[(0.10099999999999998, 0.015033720796775616, 322.31196665763855)]"
adam,6,0.8,"[(0.10271428571428576, 0.015338500081945244, 373.0266008377075)]"
adam,6,0.9,"[(0.09099999999999997, 0.013907040854662048, 414.03094935417175)]"
adam,6,1.0,"[(0.0942857142857143, 0.014109137555249951, 453.4611532688141)]"
adam,7,0.01,"[(0.6834285714285715, 0.08508138140513094, 4.557538986206055)]"
adam,7,0.1,"[(0.22942857142857143, 0.03766453172343733, 26.116615056991577)]"
adam,7,0.2,"[(0.14900000000000002, 0.02313042489817199, 64.92652034759521)]"
adam,7,0.3,"[(0.13521428571428573, 0.020782758094900638, 120.15714001655579)]"
adam,7,0.4,"[(0.11764285714285716, 0.017895000845494138, 170.34740495681763)]"
adam,7,0.5,"[(0.10928571428571432, 0.016408295537796214, 219.65751886367798)]"
adam,7,0.6,"[(0.10399999999999998, 0.015614380824619151, 269.47670817375183)]"
adam,7,0.7,"[(0.10257142857142854, 0.015466939783579905, 324.2387354373932)]"
adam,7,0.8,"[(0.09685714285714286, 0.01456886192644276, 379.5859098434448)]"
adam,7,0.9,"[(0.09342857142857142, 0.014165158110198542, 427.6641592979431)]"
adam,7,1.0,"[(0.09242857142857142, 0.013646923146978495, 464.95543599128723)]"
adam,8,0.01,"[(0.6734285714285715, 0.08467077407586325, 4.911915063858032)]"
adam,8,0.1,"[(0.22785714285714287, 0.036864637805020986, 24.88828420639038)]"
adam,8,0.2,"[(0.1498571428571429, 0.023579270828443674, 65.29143404960632)]"
adam,8,0.3,"[(0.13249999999999995, 0.01987129994693462, 106.46761107444763)]"
adam,8,0.4,"[(0.12064285714285716, 0.018238967403799742, 159.05441904067993)]"
adam,8,0.5,"[(0.11692857142857138, 0.017030620386253425, 218.80406832695007)]"
adam,8,0.6,"[(0.11035714285714282, 0.01636224381887839, 271.6020543575287)]"
adam,8,0.7,"[(0.10350000000000004, 0.015447520019541675, 325.97951650619507)]"
adam,8,0.8,"[(0.1032142857142857, 0.015357693363531287, 376.60565638542175)]"
adam,8,0.9,"[(0.10114285714285709, 0.014866528133035, 430.5371165275574)]"
adam,8,1.0,"[(0.09385714285714286, 0.014258716201769807, 464.97393107414246)]"
adam,9,0.01,"[(0.6599999999999999, 0.08508603737902251, 5.04071831703186)]"
adam,9,0.1,"[(0.22150000000000003, 0.03733329974338432, 33.914607524871826)]"
adam,9,0.2,"[(0.14621428571428574, 0.023149843099183526, 77.99688243865967)]"
adam,9,0.3,"[(0.12392857142857139, 0.019269867638085945, 123.42495346069336)]"
adam,9,0.4,"[(0.10971428571428576, 0.016892267366943072, 168.46030354499817)]"
adam,9,0.5,"[(0.10985714285714288, 0.01654204601704481, 212.8941774368286)]"
adam,9,0.6,"[(0.1042142857142857, 0.015896202702964286, 257.62360858917236)]"
adam,9,0.7,"[(0.1002142857142857, 0.015106576624472113, 307.06810665130615)]"
adam,9,0.8,"[(0.09342857142857142, 0.014325062678603059, 353.42578959465027)]"
adam,9,0.9,"[(0.08971428571428575, 0.013713835388955434, 401.15242767333984)]"
adam,9,1.0,"[(0.08414285714285719, 0.01303285947934219, 435.920291185379)]"
adam,10,0.01,"[(0.6799285714285714, 0.08553691021653864, 6.285260915756226)]"
adam,10,0.1,"[(0.23957142857142855, 0.03739189283251056, 34.9193160533905)]"
adam,10,0.2,"[(0.1527857142857143, 0.02392759030200882, 90.9240083694458)]"
adam,10,0.3,"[(0.1308571428571429, 0.019787497402121344, 146.90922951698303)]"
adam,10,0.4,"[(0.11664285714285716, 0.017479244477408624, 202.7294533252716)]"
adam,10,0.5,"[(0.1110714285714286, 0.016497647404613913, 257.1986186504364)]"
