function,dimensions,checkpoint,mean,std,median,max,min
F92013,10,0.01,10.647436097435959,0.8563312089773178,10.644462897577114,12.887362372875259,8.973820173183299
F92013,10,0.1,6.717122876418751,0.8180045313919118,6.6567205172708555,8.719425166907968,4.696230776431435
F92013,10,0.2,5.5506654105199065,0.7998811587771495,5.336230944756835,7.63302361988849,3.337626241359658
F92013,10,0.3,5.098535742735443,0.834974123350134,5.078907394429962,7.267055190648989,2.867999487495581
F92013,10,0.4,4.9168120904531705,0.872614894968671,4.9331020225142765,7.1502216770340965,2.84245508702179
F92013,10,0.5,4.757574788178547,0.8769849927770493,4.771280021488678,6.93103855475465,2.157763940813311
F92013,10,0.6,4.653608125178155,0.8692171316058985,4.712672819030104,6.775381144148014,1.9812812103898523
F92013,10,0.7,4.594380661688954,0.8579994497507232,4.635039467115689,6.63613149598541,1.9345574453142262
F92013,10,0.8,4.459034057573561,0.8911794672507108,4.551895125213036,6.556931102763542,1.288841241392447
F92013,10,0.9,4.211349987760112,0.9583086751819262,4.272189664966618,6.429305734043055,1.2191487265184833
F92013,10,1.0,4.1862099620713735,0.9563806121632241,4.239116427532622,6.429305734043055,1.2191487265184833
F92013,30,0.01,42.88711323851597,1.4174483433828622,42.953209323638816,46.221530908493605,38.45542903495982
F92013,30,0.1,33.899702224138856,1.5849739086368073,34.046583499132225,36.96297402384971,29.59503967490616
F92013,30,0.2,31.35683811190184,1.3108441600267895,31.311649724581798,33.481567821844465,28.55062112942528
F92013,30,0.3,30.12170667542799,1.4239933926754778,30.297605477626007,32.80968323827631,25.983856941970203
F92013,30,0.4,29.26124535504695,1.616001555936608,29.482385229464057,32.038472628176805,25.166303062159727
F92013,30,0.5,28.755777015825792,1.6390908528753294,29.10516074169027,31.415796096673375,24.886390272071367
F92013,30,0.6,28.434336606800308,1.7156291597753695,28.69957451007167,30.950839812633944,24.852112983587176
F92013,30,0.7,28.270721633546778,1.7782568662878735,28.584701977310488,30.918564608371867,24.67871129619016
F92013,30,0.8,27.953067594808385,1.7523449567355958,28.323820780625965,30.56057708068147,24.02520745019592
F92013,30,0.9,27.683097729742194,1.8281235276808092,28.026255085718844,30.27933239175752,22.700901167453367
F92013,30,1.0,27.411428489355405,1.8790887752855938,27.975072037844825,30.05791080250151,22.203224118319326
F92013,50,0.01,76.49997567217727,2.2904791193320277,76.91779428313623,80.73278040421235,69.87118210951371
F92013,50,0.1,65.56969275095584,2.1367034126733357,66.10996715647207,69.23391640446005,60.378679781195046
F92013,50,0.2,61.728655964168766,2.2711827651721563,62.473436358540425,65.41604905561508,56.16782504070761
F92013,50,0.3,59.921280616039724,2.1641450736698973,60.20697557975461,63.793383587956896,55.524512691303926
F92013,50,0.4,58.50700194000054,1.9641021866673525,58.40370483482263,62.1585771303379,54.919481912685
F92013,50,0.5,57.524340873377845,1.9385158505152549,57.538681614921416,61.44416565256722,53.396441562236305
F92013,50,0.6,57.16878920707632,1.9055178478522679,57.254422978372304,60.93852953029818,53.396441562236305
F92013,50,0.7,56.870989804680136,1.8809172002825725,56.908996310557654,60.82808941925953,53.396441562236305
F92013,50,0.8,56.46517670334102,1.8307783761668008,56.031488843468765,60.181259425315034,52.864236449952614
F92013,50,0.9,56.01944826916399,1.8202195755830863,55.82951323797204,59.98496238540588,52.52340010308433
F92013,50,1.0,55.61373928782274,1.811577213213127,55.53658342571532,59.65638037653957,52.259431907159524
