checkpoint,mean,std,median,max,min
0.01,0.1169675879015058,0.010347809660301846,0.11403143356810089,0.1338168209152883,0.10129616542749101
0.1,0.105549515237149,0.004795292673340028,0.10648777077312402,0.11389845581307512,0.0961502179330862
0.2,0.10478454106160245,0.005066973290904107,0.10374357755129819,0.11389845581307512,0.09568069222920597
0.3,0.10271499483049126,0.004526754636916371,0.10225257862786699,0.11079873333351836,0.09568069222920597
0.4,0.10170456186224941,0.004275092777924732,0.10157551123986686,0.11079873333351836,0.09568069222920597
0.5,0.10085289505793263,0.0037526574976292373,0.10012342986419917,0.11032673461892199,0.09568069222920597
0.6,0.10036967833288259,0.003530084075631783,0.09983437103572315,0.11032673461892199,0.09568069222920597
0.7,0.10023042223932262,0.003498523198194421,0.09955108157312775,0.11032673461892199,0.09568069222920597
0.8,0.09945162503814003,0.002345625802623922,0.09947024057934965,0.10381513879509716,0.09568069222920597
0.9,0.09869396425538092,0.0017279319322416001,0.09824435477080468,0.10229148894378867,0.09568069222920597
1.0,0.0973457706623508,0.002606781893334827,0.09703046193327865,0.10229148894378867,0.09142757071093076
