algorithm,run,checkpoint,error
adam,0,0.01,"[(0.4, 0.9639449676337128, 0.027014732360839844)]"
adam,0,0.1,"[(0.033333333333333326, 0.14624784812843875, 0.26588010787963867)]"
adam,0,0.2,"[(0.033333333333333326, 0.08252852931385674, 0.530860185623169)]"
adam,0,0.3,"[(0.033333333333333326, 0.10356111861423406, 0.7957134246826172)]"
adam,0,0.4,"[(0.033333333333333326, 0.13739088850816453, 1.0643420219421387)]"
adam,0,0.5,"[(0.033333333333333326, 0.17356454749244132, 1.3294296264648438)]"
adam,0,0.6,"[(0.033333333333333326, 0.21446549134590856, 1.5954744815826416)]"
adam,0,0.7,"[(0.033333333333333326, 0.26040911296921754, 1.8613548278808594)]"
adam,0,0.8,"[(0.033333333333333326, 0.3004254014157565, 2.1271214485168457)]"
adam,0,0.9,"[(0.033333333333333326, 0.3388343526720796, 2.392831563949585)]"
adam,0,1.0,"[(0.033333333333333326, 0.3707801161968845, 2.6584508419036865)]"
adam,1,0.01,"[(0.43333333333333335, 0.9640360348925643, 0.027026653289794922)]"
adam,1,0.1,"[(0.033333333333333326, 0.19787304537779182, 0.26657938957214355)]"
adam,1,0.2,"[(0.033333333333333326, 0.08093068657238023, 0.5320212841033936)]"
adam,1,0.3,"[(0.033333333333333326, 0.06320692829557455, 0.7972698211669922)]"
adam,1,0.4,"[(0.033333333333333326, 0.06559066354485203, 1.0663766860961914)]"
adam,1,0.5,"[(0.06666666666666665, 0.07676509257285767, 1.3305563926696777)]"
adam,1,0.6,"[(0.06666666666666665, 0.09600484753771879, 1.5960915088653564)]"
adam,1,0.7,"[(0.06666666666666665, 0.12742235914945557, 1.8610851764678955)]"
adam,1,0.8,"[(0.06666666666666665, 0.1777504860006632, 2.126220703125)]"
adam,1,0.9,"[(0.06666666666666665, 0.2604794195483752, 2.390984058380127)]"
adam,1,1.0,"[(0.09999999999999998, 0.3622912700403326, 2.65584397315979)]"
adam,2,0.01,"[(0.43333333333333335, 0.9623072987039201, 0.02717137336730957)]"
adam,2,0.1,"[(0.0, 0.17049836137015514, 0.34837818145751953)]"
adam,2,0.2,"[(0.0, 0.03275799268982322, 0.6143627166748047)]"
adam,2,0.3,"[(0.0, 0.013189275518750047, 0.8800034523010254)]"
adam,2,0.4,"[(0.0, 0.007115207695652986, 1.1489427089691162)]"
adam,2,0.5,"[(0.0, 0.004734926342569796, 1.4147179126739502)]"
adam,2,0.6,"[(0.0, 0.0038881965908449142, 1.681875467300415)]"
adam,2,0.7,"[(0.0, 0.003444963926317589, 1.9488186836242676)]"
adam,2,0.8,"[(0.0, 0.003294851609424645, 2.215240478515625)]"
adam,2,0.9,"[(0.0, 0.0032080881002917168, 2.4820621013641357)]"
adam,2,1.0,"[(0.0, 0.003211597457043849, 2.7490246295928955)]"
adam,3,0.01,"[(0.4, 0.9596105061606445, 0.02705669403076172)]"
adam,3,0.1,"[(0.033333333333333326, 0.15205178968838226, 0.2654738426208496)]"
adam,3,0.2,"[(0.033333333333333326, 0.08595670989873203, 0.5298562049865723)]"
adam,3,0.3,"[(0.033333333333333326, 0.09658979539445192, 0.7940270900726318)]"
adam,3,0.4,"[(0.033333333333333326, 0.12061502282078526, 1.0620310306549072)]"
adam,3,0.5,"[(0.033333333333333326, 0.1464031093146198, 1.3263847827911377)]"
adam,3,0.6,"[(0.033333333333333326, 0.17202505425285802, 1.5915586948394775)]"
adam,3,0.7,"[(0.033333333333333326, 0.19827562079246716, 1.8564355373382568)]"
adam,3,0.8,"[(0.033333333333333326, 0.2200985753394389, 2.1210341453552246)]"
adam,3,0.9,"[(0.033333333333333326, 0.240521070821685, 2.3852667808532715)]"
adam,3,1.0,"[(0.033333333333333326, 0.26266839097686284, 2.649402141571045)]"
adam,4,0.01,"[(0.43333333333333335, 0.965758894508898, 0.02707672119140625)]"
adam,4,0.1,"[(0.033333333333333326, 0.1771413584959107, 0.2658512592315674)]"
adam,4,0.2,"[(0.033333333333333326, 0.11987699278321408, 0.5302450656890869)]"
adam,4,0.3,"[(0.06666666666666665, 0.15060582458010893, 0.794522762298584)]"
adam,4,0.4,"[(0.06666666666666665, 0.19472725280206815, 1.0631568431854248)]"
adam,4,0.5,"[(0.09999999999999998, 0.24540463480312363, 1.3265268802642822)]"
adam,4,0.6,"[(0.09999999999999998, 0.3077793232643224, 1.590494155883789)]"
adam,4,0.7,"[(0.09999999999999998, 0.39086972382063123, 1.8543422222137451)]"
adam,4,0.8,"[(0.09999999999999998, 0.4808866122468022, 2.1183769702911377)]"
adam,4,0.9,"[(0.09999999999999998, 0.6040955355689256, 2.3827836513519287)]"
adam,4,1.0,"[(0.09999999999999998, 0.7307378053124818, 2.646958351135254)]"
adam,5,0.01,"[(0.33333333333333337, 0.9490934707557618, 0.02713465690612793)]"
adam,5,0.1,"[(0.0, 0.14891696162055235, 0.2664649486541748)]"
adam,5,0.2,"[(0.0, 0.04552162436844207, 0.5325448513031006)]"
adam,5,0.3,"[(0.0, 0.031758395500283386, 0.798098087310791)]"
adam,5,0.4,"[(0.0, 0.03225921743833986, 1.06773042678833)]"
adam,5,0.5,"[(0.0, 0.030407921464758732, 1.332876443862915)]"
adam,5,0.6,"[(0.0, 0.03125756037715229, 1.5996639728546143)]"
adam,5,0.7,"[(0.0, 0.03172605371473257, 1.866276502609253)]"
adam,5,0.8,"[(0.0, 0.03257104166025534, 2.133392095565796)]"
adam,5,0.9,"[(0.0, 0.03178552584487136, 2.40069580078125)]"
adam,5,1.0,"[(0.033333333333333326, 0.035732476011397, 2.6680123805999756)]"
adam,6,0.01,"[(0.33333333333333337, 0.946047245524047, 0.027240991592407227)]"
adam,6,0.1,"[(0.033333333333333326, 0.15487098916017553, 0.2673172950744629)]"
adam,6,0.2,"[(0.0, 0.04526329735794669, 0.5335619449615479)]"
adam,6,0.3,"[(0.0, 0.026522238510758432, 0.7996752262115479)]"
adam,6,0.4,"[(0.0, 0.019805903041818822, 1.0699050426483154)]"
adam,6,0.5,"[(0.0, 0.017106148120331195, 1.3348689079284668)]"
adam,6,0.6,"[(0.0, 0.0164574590027868, 1.6006526947021484)]"
adam,6,0.7,"[(0.0, 0.016080740054238648, 1.8667519092559814)]"
adam,6,0.8,"[(0.0, 0.015378412920534098, 2.132561206817627)]"
adam,6,0.9,"[(0.0, 0.016801006911615266, 2.3983285427093506)]"
adam,6,1.0,"[(0.0, 0.017374928279073314, 2.6644721031188965)]"
adam,7,0.01,"[(0.4666666666666667, 0.9839757701805291, 0.02728271484375)]"
adam,7,0.1,"[(0.06666666666666665, 0.2013972302334229, 0.26717615127563477)]"
adam,7,0.2,"[(0.06666666666666665, 0.1500528481667309, 0.5330767631530762)]"
