checkpoint,mean,std,median,max,min
0.01,2.312542569398988,0.022837866963355734,2.3054347511612026,2.3965313096391254,2.2892550826779225
0.1,2.3230250285596203,0.04333849798362637,2.314920199013293,2.459794732259383,2.246814947378302
0.2,2.3073633938392106,0.03710305261413122,2.3020251007807047,2.380367765746248,2.2446678716595656
0.3,2.288640463145045,0.041782606367962466,2.2939397806642905,2.3554680709812104,2.179639869047795
0.4,2.267644826297731,0.03773315673170941,2.264199760709157,2.347727446050863,2.1612058501866738
0.5,2.2253577431073275,0.07527557335598864,2.239831724387293,2.357853142971288,1.9854875852838039
0.6,2.1539655112180505,0.0824041447157609,2.152273630998749,2.2906254998923576,1.9784102442237879
0.7,2.0768290320090546,0.08855399122680112,2.0650171415174605,2.257310385130017,1.9439941321321257
0.8,2.054952193601635,0.0791431131962711,2.057391276279485,2.2037395727534164,1.9152416555966951
0.9,2.050223518335195,0.077736297122429,2.051234200440205,2.2037395727534164,1.9152416555966951
1.0,2.049918635243056,0.0779454315488202,2.051234200440205,2.2037395727534164,1.9152416555966951
