algorithm,run,checkpoint,error
adam,0,0.01,"[(0.19999999999999996, 0.9267564618431139, 0.02778792381286621)]"
adam,0,0.1,"[(0.0, 0.10981077790137839, 0.2661900520324707)]"
adam,0,0.2,"[(0.0, 0.0424855451244963, 0.5307793617248535)]"
adam,0,0.3,"[(0.0, 0.031755776380675546, 0.7949783802032471)]"
adam,0,0.4,"[(0.0, 0.030549545385791004, 1.062911033630371)]"
adam,0,0.5,"[(0.0, 0.03834937874599511, 1.3258090019226074)]"
adam,0,0.6,"[(0.033333333333333326, 0.08880508328454086, 1.589890956878662)]"
adam,0,0.7,"[(0.033333333333333326, 0.17517022692401057, 1.8537185192108154)]"
adam,0,0.8,"[(0.033333333333333326, 0.24712910104214988, 2.117436170578003)]"
adam,0,0.9,"[(0.033333333333333326, 0.29366673793329817, 2.381160020828247)]"
adam,0,1.0,"[(0.033333333333333326, 0.32580654302528966, 2.6453230381011963)]"
adam,1,0.01,"[(0.4, 0.9494907649358202, 0.02817511558532715)]"
adam,1,0.1,"[(0.0, 0.13699632703116874, 0.2804131507873535)]"
adam,1,0.2,"[(0.0, 0.05143637816944204, 0.5762922763824463)]"
adam,1,0.3,"[(0.0, 0.03375113692574772, 1.1017050743103027)]"
adam,1,0.4,"[(0.0, 0.030600208372708153, 1.6386899948120117)]"
adam,1,0.5,"[(0.0, 0.028930438057242196, 2.019723653793335)]"
adam,1,0.6,"[(0.0, 0.026998398644553136, 2.284666061401367)]"
adam,1,0.7,"[(0.0, 0.027758540777499126, 2.5496253967285156)]"
adam,1,0.8,"[(0.0, 0.02443738642999024, 2.814429998397827)]"
adam,1,0.9,"[(0.0, 0.022923948125035436, 3.078692674636841)]"
adam,1,1.0,"[(0.0, 0.02181112620249556, 3.3431756496429443)]"
adam,2,0.01,"[(0.3666666666666667, 0.9490166358056669, 0.07344818115234375)]"
adam,2,0.1,"[(0.06666666666666665, 0.19366759621877455, 0.31241369247436523)]"
adam,2,0.2,"[(0.033333333333333326, 0.11699087631482175, 0.578209638595581)]"
adam,2,0.3,"[(0.033333333333333326, 0.11702634873848008, 0.8431320190429688)]"
adam,2,0.4,"[(0.033333333333333326, 0.13629856885446498, 1.111438274383545)]"
adam,2,0.5,"[(0.033333333333333326, 0.1694856118460911, 1.3756945133209229)]"
adam,2,0.6,"[(0.033333333333333326, 0.21891106452701578, 1.641145944595337)]"
adam,2,0.7,"[(0.033333333333333326, 0.27244198765044286, 1.9068708419799805)]"
adam,2,0.8,"[(0.033333333333333326, 0.323906945638239, 2.1718287467956543)]"
adam,2,0.9,"[(0.033333333333333326, 0.36962333400231695, 2.4366297721862793)]"
adam,2,1.0,"[(0.033333333333333326, 0.4087080467203645, 2.7020206451416016)]"
adam,3,0.01,"[(0.09999999999999998, 0.927561280002797, 0.06068706512451172)]"
adam,3,0.1,"[(0.06666666666666665, 0.16939425202562497, 0.2994558811187744)]"
adam,3,0.2,"[(0.06666666666666665, 0.12738042884131742, 0.5645773410797119)]"
adam,3,0.3,"[(0.06666666666666665, 0.16017157487117656, 0.8294992446899414)]"
adam,3,0.4,"[(0.06666666666666665, 0.21590260299495062, 1.0982060432434082)]"
adam,3,0.5,"[(0.06666666666666665, 0.27768709588611373, 1.3633801937103271)]"
adam,3,0.6,"[(0.06666666666666665, 0.33852892184694877, 1.6295661926269531)]"
adam,3,0.7,"[(0.06666666666666665, 0.3971388960618789, 1.8954930305480957)]"
adam,3,0.8,"[(0.06666666666666665, 0.4535530443405744, 2.1613245010375977)]"
adam,3,0.9,"[(0.06666666666666665, 0.5088400836059945, 2.426661729812622)]"
adam,3,1.0,"[(0.06666666666666665, 0.5636677124773423, 2.6921181678771973)]"
adam,4,0.01,"[(0.09999999999999998, 0.9071018878392447, 0.054294586181640625)]"
adam,4,0.1,"[(0.0, 0.11139534708267688, 0.5238361358642578)]"
adam,4,0.2,"[(0.0, 0.037908790021391116, 1.0609228610992432)]"
adam,4,0.3,"[(0.0, 0.024870806649912536, 1.5984504222869873)]"
adam,4,0.4,"[(0.0, 0.019785929056950573, 1.9026262760162354)]"
adam,4,0.5,"[(0.0, 0.020643250281575633, 2.164754867553711)]"
adam,4,0.6,"[(0.0, 0.018756420398073473, 2.4552245140075684)]"
adam,4,0.7,"[(0.0, 0.018461387759228825, 2.718874931335449)]"
adam,4,0.8,"[(0.0, 0.01859099783431822, 2.98254132270813)]"
adam,4,0.9,"[(0.0, 0.01857459515935713, 3.2461798191070557)]"
adam,4,1.0,"[(0.0, 0.01874315422915448, 3.5097410678863525)]"
adam,5,0.01,"[(0.4666666666666667, 0.9844382126841038, 0.06639623641967773)]"
adam,5,0.1,"[(0.06666666666666665, 0.17797765958289272, 0.3318657875061035)]"
adam,5,0.2,"[(0.033333333333333326, 0.12536753733657463, 0.5980119705200195)]"
adam,5,0.3,"[(0.06666666666666665, 0.17297459881644078, 0.8632292747497559)]"
adam,5,0.4,"[(0.09999999999999998, 0.33544335599856445, 1.130429744720459)]"
adam,5,0.5,"[(0.09999999999999998, 0.4885680970590387, 1.3942444324493408)]"
adam,5,0.6,"[(0.09999999999999998, 0.5904459992236128, 1.659527063369751)]"
adam,5,0.7,"[(0.09999999999999998, 0.6724828318645397, 1.9250853061676025)]"
adam,5,0.8,"[(0.09999999999999998, 0.7374864950286055, 2.1906661987304688)]"
adam,5,0.9,"[(0.09999999999999998, 0.7948160478108804, 2.6337428092956543)]"
adam,5,1.0,"[(0.09999999999999998, 0.8469403535363647, 2.899348497390747)]"
adam,6,0.01,"[(0.6666666666666667, 0.9557611823145837, 0.02839827537536621)]"
adam,6,0.1,"[(0.033333333333333326, 0.1319809650103751, 0.26786279678344727)]"
adam,6,0.2,"[(0.033333333333333326, 0.10635562703447268, 0.5342686176300049)]"
adam,6,0.3,"[(0.033333333333333326, 0.1374365701870851, 0.800724983215332)]"
adam,6,0.4,"[(0.033333333333333326, 0.17692823767779056, 1.0709905624389648)]"
adam,6,0.5,"[(0.033333333333333326, 0.2175036621475964, 1.3363091945648193)]"
adam,6,0.6,"[(0.033333333333333326, 0.2555773641824055, 1.6026155948638916)]"
adam,6,0.7,"[(0.033333333333333326, 0.2954168180054056, 1.868762731552124)]"
adam,6,0.8,"[(0.033333333333333326, 0.33480695280940354, 2.1347568035125732)]"
adam,6,0.9,"[(0.033333333333333326, 0.3743177016069091, 2.517612934112549)]"
adam,6,1.0,"[(0.033333333333333326, 0.415865309442291, 2.829333782196045)]"
adam,7,0.01,"[(0.4, 0.9692841455808581, 0.054508209228515625)]"
adam,7,0.1,"[(0.06666666666666665, 0.17711534904903617, 0.3330838680267334)]"
adam,7,0.2,"[(0.06666666666666665, 0.1330111302875285, 0.6001722812652588)]"
adam,7,0.3,"[(0.06666666666666665, 0.13257174925246967, 0.866940975189209)]"
adam,7,0.4,"[(0.033333333333333326, 0.1515051728040256, 1.1371090412139893)]"
