function,dimensions,checkpoint,mean,std,median,max,min
F52013,10,0.01,1219.5758063938324,944.271484460497,1041.8445694813715,5122.289836089348,146.9750859233177
F52013,10,0.1,0.06515067434986131,0.1543779692185955,0.007043339239430679,0.7911141733239901,0.0002423004855245381
F52013,10,0.2,2.496141706953994e-05,2.064097993185952e-05,2.0147404484305298e-05,9.39718323706984e-05,7.586263564007822e-07
F52013,10,0.3,1.3132711855820054e-05,1.5044349572274212e-05,9.46037175708625e-06,9.39718323706984e-05,1.231741180163226e-07
F52013,10,0.4,1.2133429899953554e-05,1.5065885835544551e-05,8.212671104956826e-06,9.39718323706984e-05,1.231741180163226e-07
F52013,10,0.5,1.202569868320436e-05,1.5102091039204887e-05,8.212671104956826e-06,9.39718323706984e-05,1.231741180163226e-07
F52013,10,0.6,1.202569868320436e-05,1.5102091039204887e-05,8.212671104956826e-06,9.39718323706984e-05,1.231741180163226e-07
F52013,10,0.7,1.202569868320436e-05,1.5102091039204887e-05,8.212671104956826e-06,9.39718323706984e-05,1.231741180163226e-07
F52013,10,0.8,1.202569868320436e-05,1.5102091039204887e-05,8.212671104956826e-06,9.39718323706984e-05,1.231741180163226e-07
F52013,10,0.9,1.202569868320436e-05,1.5102091039204887e-05,8.212671104956826e-06,9.39718323706984e-05,1.231741180163226e-07
F52013,10,1.0,1.202569868320436e-05,1.5102091039204887e-05,8.212671104956826e-06,9.39718323706984e-05,1.231741180163226e-07
F52013,30,0.01,78439.32236542612,77992.69940144401,39069.03032466003,280650.4490923762,6724.181590210607
F52013,30,0.1,214.17151311454253,134.66533902568762,188.27150105227224,508.36185765758387,33.95497251480299
F52013,30,0.2,13.789149599951052,17.645392266520787,5.267031652917581,83.86119792359955,0.08552535487456225
F52013,30,0.3,0.38996848376508725,0.907492100208855,0.18296395909521834,6.318474261457595,0.0014349433463394234
F52013,30,0.4,0.009901420508020809,0.023543948918991513,0.003101393738575098,0.14916885622756126,0.0002539751907306709
F52013,30,0.5,0.00045403389267181305,0.0004447311038156717,0.0003474717481140033,0.0031070667320136636,0.0001091923451213006
F52013,30,0.6,0.00018365427685881406,8.536373516617594e-05,0.00016807658437301143,0.0004698037765820118,7.219841438654839e-05
F52013,30,0.7,0.0001047146183759205,3.884164019299131e-05,0.00010071671886180411,0.0002443036896693229,3.763213430829637e-05
F52013,30,0.8,6.883331849505838e-05,2.1047017919014773e-05,6.880219905269769e-05,0.00010828097219928168,2.686912409899378e-05
F52013,30,0.9,4.861046731245248e-05,1.338098766229699e-05,4.762322396345553e-05,8.194722352072858e-05,1.786386917501659e-05
F52013,30,1.0,3.702368762030043e-05,1.053887904186991e-05,3.584810360734991e-05,6.411326785382698e-05,1.186638667149964e-05
F52013,50,0.01,982496.0314659643,384380.8530440558,990733.4753103076,2125406.320145142,259416.82717277054
F52013,50,0.1,1173.084054205235,714.7682858124293,978.8354727879063,3861.088552973678,330.70457840351605
F52013,50,0.2,268.9673604931558,150.8281327153302,251.5966030997689,792.5787745330052,46.82232588551983
F52013,50,0.3,62.77689470823943,53.76377078868056,48.55111156157329,189.98860917482352,1.86995180005772
F52013,50,0.4,6.57494234130467,8.500763068810393,2.156666030006818,34.10063351075496,0.20323907672786845
F52013,50,0.5,0.5677520931308075,1.0881233906538321,0.22966696684522958,7.006891839033415,0.008394156334247782
F52013,50,0.6,0.0773235275480334,0.1153981838862385,0.021386834541658573,0.5887410988070769,0.001378988840428974
F52013,50,0.7,0.007325589536569222,0.013370596643318694,0.0022751390474695654,0.08287186166649008,0.0005253662800441816
F52013,50,0.8,0.0012445257381070369,0.001494712105442903,0.0007117445853737081,0.009630398818671893,0.0002452182236538647
F52013,50,0.9,0.00048550598595444597,0.00025976230563144476,0.00039642457477384596,0.0014331963479889964,0.0001752762329942925
F52013,50,1.0,0.0002887168697355389,9.17882291359391e-05,0.00026881711517035,0.0005321671528690786,0.00011681649368711078
