checkpoint,mean,std,median,max,min
0.01,0.14704504870960156,0.0233724462336591,0.14015502853037204,0.22943309844125637,0.11657122502297158
0.1,0.12823707747542387,0.024030906047266674,0.12049070177287825,0.2116281936118591,0.09678039162586766
0.2,0.12080796630774636,0.023846693446488126,0.1133322461682933,0.19975415665141164,0.08735394747947216
0.3,0.11591346391344828,0.02344371467706572,0.10878292962425092,0.19313896182796347,0.08134188561029035
0.4,0.11215376271303107,0.02298296601773845,0.1053917902781861,0.18774117513684677,0.07695419879405263
0.5,0.10904870096866356,0.022525531420103828,0.10261961770662419,0.18311078808434011,0.07350902324429268
0.6,0.1063706059583524,0.02209028889027127,0.10024639102320552,0.17903700412827867,0.07066795098209615
0.7,0.10399004483492,0.021683679933223482,0.0981361559194466,0.17536868098958064,0.0682329322337294
0.8,0.10183321506443087,0.021308985901463608,0.09621616156923822,0.17202719553232473,0.06610103733051022
0.9,0.09984948991218733,0.02096243625147211,0.09443839771347279,0.16894978130942842,0.0641962651555959
1.0,0.09800185026846428,0.020642587623699925,0.09276727515445592,0.16608655575208678,0.062466367898862056
