algorithm,run,checkpoint,error
adam,0,0.01,"[(0.5597142857142857, 26017.537234105934, 1.7949891090393066)]"
adam,0,0.1,"[(0.15649999999999997, 8011.821371207646, 37.7987802028656)]"
adam,0,0.2,"[(0.11950000000000005, 6000.5835777877855, 115.6138801574707)]"
adam,0,0.3,"[(0.10650000000000004, 5219.786936614436, 200.91332697868347)]"
adam,0,0.4,"[(0.09607142857142859, 4873.597687432193, 297.1211929321289)]"
adam,0,0.5,"[(0.09742857142857142, 4830.354569296841, 379.73607659339905)]"
adam,0,0.6,"[(0.08814285714285719, 4518.588435012429, 455.1764533519745)]"
adam,0,0.7,"[(0.09064285714285714, 4503.065361017176, 535.74107670784)]"
adam,0,0.8,"[(0.08671428571428574, 4473.771221863054, 615.5760951042175)]"
adam,0,0.9,"[(0.08778571428571424, 4294.944675332535, 695.619211435318)]"
adam,0,1.0,"[(0.08314285714285718, 4159.246693413506, 770.5642058849335)]"
adam,1,0.01,"[(0.5603571428571428, 26389.940252271514, 2.170675277709961)]"
adam,1,0.1,"[(0.15542857142857147, 8081.319639683473, 30.1412935256958)]"
adam,1,0.2,"[(0.1258571428571429, 6237.1230644922925, 86.07886123657227)]"
adam,1,0.3,"[(0.11221428571428571, 5398.61430453027, 179.97283482551575)]"
adam,1,0.4,"[(0.0992142857142857, 4927.806589038797, 277.91665744781494)]"
adam,1,0.5,"[(0.09507142857142858, 4677.356470318169, 369.52404141426086)]"
adam,1,0.6,"[(0.08721428571428569, 4391.466869964495, 453.64133048057556)]"
adam,1,0.7,"[(0.08799999999999997, 4381.587566102073, 537.4502654075623)]"
adam,1,0.8,"[(0.08485714285714285, 4169.425167119754, 619.9257423877716)]"
adam,1,0.9,"[(0.08171428571428574, 4049.4183130155284, 704.6930177211761)]"
adam,1,1.0,"[(0.08064285714285713, 4029.5803985086045, 787.440337896347)]"
adam,2,0.01,"[(0.5569285714285714, 26079.68117986299, 2.4537510871887207)]"
adam,2,0.1,"[(0.1568571428571428, 8090.998574745367, 32.87924408912659)]"
adam,2,0.2,"[(0.1270714285714286, 6389.190789208794, 94.79825687408447)]"
adam,2,0.3,"[(0.10599999999999998, 5470.641577419116, 169.7799150943756)]"
adam,2,0.4,"[(0.10385714285714287, 5266.485842658091, 243.47275567054749)]"
adam,2,0.5,"[(0.10307142857142859, 5160.707788020132, 319.7092869281769)]"
adam,2,0.6,"[(0.09692857142857148, 4858.04494363308, 400.55167961120605)]"
adam,2,0.7,"[(0.09164285714285714, 4697.841337974078, 482.95466017723083)]"
adam,2,0.8,"[(0.09164285714285714, 4597.532007145558, 563.8897805213928)]"
adam,2,0.9,"[(0.09178571428571425, 4675.388240833745, 647.4109432697296)]"
adam,2,1.0,"[(0.09299999999999997, 4723.262211026862, 729.0888230800629)]"
adam,3,0.01,"[(0.5392857142857144, 25686.427124806247, 3.4800028800964355)]"
adam,3,0.1,"[(0.1527142857142857, 7817.1648489374375, 33.71470618247986)]"
adam,3,0.2,"[(0.12071428571428566, 5993.527725605169, 88.83252882957458)]"
adam,3,0.3,"[(0.10107142857142859, 5052.2793403889345, 185.28407549858093)]"
adam,3,0.4,"[(0.09578571428571425, 4750.940265845754, 269.55054807662964)]"
adam,3,0.5,"[(0.09364285714285714, 4624.407759526681, 352.60315346717834)]"
adam,3,0.6,"[(0.09042857142857141, 4422.050560744248, 442.5295777320862)]"
adam,3,0.7,"[(0.08392857142857146, 4167.68066245854, 541.5356664657593)]"
adam,3,0.8,"[(0.08078571428571424, 4036.1532091682197, 634.2482731342316)]"
adam,3,0.9,"[(0.08150000000000002, 4128.274991984542, 736.2745525836945)]"
adam,3,1.0,"[(0.08464285714285713, 4116.652348026413, 822.6240382194519)]"
adam,4,0.01,"[(0.5660714285714286, 26356.708282805244, 3.0173847675323486)]"
