algorithm,run,checkpoint,error
adagrad,0,0.01,"[(0.4, 0.6105325028466668, 0.008362531661987305)]"
adagrad,0,0.1,"[(0.06666666666666665, 0.15027992950531066, 0.07729482650756836)]"
adagrad,0,0.2,"[(0.06666666666666665, 0.1424811685465782, 0.15337085723876953)]"
adagrad,0,0.3,"[(0.06666666666666665, 0.16244933895585695, 0.22910642623901367)]"
adagrad,0,0.4,"[(0.06666666666666665, 0.18464960977652436, 0.30487608909606934)]"
adagrad,0,0.5,"[(0.06666666666666665, 0.20635398971762262, 0.380810022354126)]"
adagrad,0,0.6,"[(0.06666666666666665, 0.22647688610716402, 0.45563459396362305)]"
adagrad,0,0.7,"[(0.06666666666666665, 0.24479214405990718, 0.530580997467041)]"
adagrad,0,0.8,"[(0.06666666666666665, 0.2612114938173249, 0.6060583591461182)]"
adagrad,0,0.9,"[(0.06666666666666665, 0.2759501272512485, 0.680551290512085)]"
adagrad,0,1.0,"[(0.06666666666666665, 0.2892492020174373, 0.75506591796875)]"
adagrad,1,0.01,"[(0.16666666666666663, 0.6152888726278136, 0.009155511856079102)]"
adagrad,1,0.1,"[(0.033333333333333326, 0.11707317451745107, 0.09595370292663574)]"
adagrad,1,0.2,"[(0.0, 0.06514547572074479, 0.17186284065246582)]"
adagrad,1,0.3,"[(0.0, 0.04809678867334328, 0.24767851829528809)]"
adagrad,1,0.4,"[(0.0, 0.041597469274785435, 0.32329249382019043)]"
adagrad,1,0.5,"[(0.0, 0.038589115915385504, 0.3990468978881836)]"
adagrad,1,0.6,"[(0.0, 0.03682511346954272, 0.4752461910247803)]"
adagrad,1,0.7,"[(0.0, 0.03558923941083737, 0.5517487525939941)]"
adagrad,1,0.8,"[(0.0, 0.034608838040437837, 0.627171516418457)]"
adagrad,1,0.9,"[(0.0, 0.033768972940734186, 0.7028665542602539)]"
adagrad,1,1.0,"[(0.0, 0.033017410363411756, 0.7791891098022461)]"
adagrad,2,0.01,"[(0.09999999999999998, 0.5040795153576262, 0.008133888244628906)]"
adagrad,2,0.1,"[(0.06666666666666665, 0.1557189787846131, 0.07711243629455566)]"
adagrad,2,0.2,"[(0.09999999999999998, 0.16212280240020857, 0.15367484092712402)]"
adagrad,2,0.3,"[(0.09999999999999998, 0.1862735064767929, 0.23222684860229492)]"
adagrad,2,0.4,"[(0.06666666666666665, 0.1934162741239706, 0.31064581871032715)]"
adagrad,2,0.5,"[(0.06666666666666665, 0.1949620557235814, 0.3868424892425537)]"
adagrad,2,0.6,"[(0.06666666666666665, 0.19908889008331407, 0.46344709396362305)]"
adagrad,2,0.7,"[(0.06666666666666665, 0.20275525117962007, 0.540269136428833)]"
adagrad,2,0.8,"[(0.06666666666666665, 0.20500892739677193, 0.616469144821167)]"
adagrad,2,0.9,"[(0.06666666666666665, 0.20642911803602193, 0.6930413246154785)]"
adagrad,2,1.0,"[(0.06666666666666665, 0.20755778150141552, 0.7693591117858887)]"
adagrad,3,0.01,"[(0.0, 0.48972074284563877, 0.008233785629272461)]"
adagrad,3,0.1,"[(0.033333333333333326, 0.11247218232293711, 0.07580971717834473)]"
