checkpoint,mean,std,median,max,min
0.01,0.23750876749856706,0.05119903745187562,0.24036107434079743,0.3612178943440043,0.08993884628431797
0.1,0.1756052179832431,0.0440920514202972,0.16751109110978124,0.28405832408236587,0.08993884628431797
0.2,0.12095003250477018,0.04074758597763626,0.11718610185612868,0.20663852385301923,0.05171922433092714
0.3,0.0886869110440548,0.04261216767721898,0.09150960225358605,0.2046607090433061,0.017821811473716833
0.4,0.06702824690457508,0.04369607357701855,0.05038851035989453,0.19267038155125735,0.00853714985989117
0.5,0.05545210784857206,0.04063086663455011,0.038230716202873084,0.19267038155125735,0.003637879302867617
0.6,0.04705947470383692,0.040259210812696906,0.03303618383577994,0.19267038155125735,0.006718168317505126
0.7,0.04055370228429217,0.03526723950179145,0.026833653655646713,0.15108893036435908,0.004296720553175575
0.8,0.03660459937873161,0.03346251610382701,0.025856605287500577,0.1194839976049285,0.0029132677248457947
0.9,0.03473185219925471,0.03339138157886586,0.02101670267404565,0.11952738879645866,0.0029132677248457947
1.0,0.03399703540946838,0.03248678669800011,0.02012698929437591,0.1178721524194599,0.0017729037426537286
