checkpoint,mean,std,median,max,min
0.01,0.5496170721892698,0.42699807001011425,0.4035438002825182,1.6296398480335128,0.020175545692572686
0.1,0.5485429852884129,0.42801936961959697,0.4003106430438414,1.6296398480335128,0.012454320098196867
0.2,0.5485429852884129,0.42801936961959697,0.4003106430438414,1.6296398480335128,0.012454320098196867
0.3,0.5485429852884129,0.42801936961959697,0.4003106430438414,1.6296398480335128,0.012454320098196867
0.4,0.5485429852884129,0.42801936961959697,0.4003106430438414,1.6296398480335128,0.012454320098196867
0.5,0.5485429852884129,0.42801936961959697,0.4003106430438414,1.6296398480335128,0.012454320098196867
0.6,0.5485429852884129,0.42801936961959697,0.4003106430438414,1.6296398480335128,0.012454320098196867
0.7,0.5485429852884129,0.42801936961959697,0.4003106430438414,1.6296398480335128,0.012454320098196867
0.8,0.5485429852884129,0.42801936961959697,0.4003106430438414,1.6296398480335128,0.012454320098196867
0.9,0.5485429852884129,0.42801936961959697,0.4003106430438414,1.6296398480335128,0.012454320098196867
1.0,0.5485429852884129,0.42801936961959697,0.4003106430438414,1.6296398480335128,0.012454320098196867
