checkpoint,mean,std,median,max,min
0.01,1.101066183649943,0.017729619479808622,1.1002668466029633,1.1506516979086752,1.0635576467864012
0.1,0.6012984565505378,0.0805855895896269,0.6019260610627977,0.8107142788985892,0.42567388717098803
0.2,0.3749345188674829,0.06490998123363018,0.36803188402249915,0.5595726649426879,0.23594458411361915
0.3,0.28837017419854166,0.049585150667720006,0.2774120902626283,0.4510231437456147,0.20427661414068063
0.4,0.2566729636136266,0.034207766766039226,0.2613449674110647,0.3452834110049476,0.1806619127433029
0.5,0.24372526933991442,0.03212087466729608,0.24231721995211247,0.3365240574256722,0.18006044451268594
0.6,0.23574770148844212,0.03223587103248373,0.23370518922543396,0.3242848341236665,0.1750955515986436
0.7,0.23204690268433767,0.031218719772261257,0.23419023532145306,0.31914991735043974,0.17033883613791342
0.8,0.22998274613678277,0.030520510776137412,0.23009239806280976,0.3152972217550574,0.1723216621024533
0.9,0.22895707674044977,0.031078283376718543,0.23139953440172353,0.32122259103919576,0.17111476118238453
1.0,0.22726785253625834,0.029483358950533996,0.22851036097653746,0.30910717762490264,0.17121742981177032
