algorithm,run,checkpoint,error
adam,0,0.01,"[(0.4185714285714286, 1.716947529428452, 1.4604747295379639)]"
adam,0,0.1,"[(0.14535714285714285, 0.5348363148639915, 23.56343984603882)]"
adam,0,0.2,"[(0.10778571428571426, 0.3808578060101165, 67.34295344352722)]"
adam,0,0.3,"[(0.09499999999999997, 0.32880476480724175, 128.4357991218567)]"
adam,0,0.4,"[(0.09178571428571425, 0.3069226785720953, 190.55275297164917)]"
adam,0,0.5,"[(0.08414285714285719, 0.28197048127729984, 253.32467126846313)]"
adam,0,0.6,"[(0.08014285714285718, 0.2658722371679898, 314.9684455394745)]"
adam,0,0.7,"[(0.07685714285714285, 0.2587382488815683, 378.1917145252228)]"
adam,0,0.8,"[(0.07899999999999996, 0.25834046478012057, 446.82454085350037)]"
adam,0,0.9,"[(0.07778571428571424, 0.2581866040287398, 507.2471225261688)]"
adam,0,1.0,"[(0.07685714285714285, 0.24944326331611144, 554.921718120575)]"
adam,1,0.01,"[(0.4395714285714286, 1.6987722674642773, 1.7743027210235596)]"
adam,1,0.1,"[(0.14557142857142857, 0.541148986913737, 25.606550455093384)]"
adam,1,0.2,"[(0.11078571428571427, 0.38993924271094815, 64.89004850387573)]"
adam,1,0.3,"[(0.09678571428571425, 0.33576766946080916, 109.34281587600708)]"
adam,1,0.4,"[(0.0941428571428572, 0.31558047207818646, 158.17100715637207)]"
adam,1,0.5,"[(0.08307142857142857, 0.278489040864039, 208.7637026309967)]"
adam,1,0.6,"[(0.08271428571428574, 0.2703190870162619, 260.15867614746094)]"
adam,1,0.7,"[(0.07885714285714285, 0.25675327853216046, 311.35839223861694)]"
adam,1,0.8,"[(0.07778571428571424, 0.24819833739033131, 359.90772223472595)]"
adam,1,0.9,"[(0.0744285714285714, 0.24172888192849137, 404.3433470726013)]"
adam,1,1.0,"[(0.07628571428571429, 0.24774289915092082, 446.3506579399109)]"
adam,2,0.01,"[(0.4591428571428572, 1.7028096338740486, 2.809351682662964)]"
adam,2,0.1,"[(0.14800000000000002, 0.5475285245567734, 31.627205848693848)]"
adam,2,0.2,"[(0.1091428571428571, 0.38448752722273516, 88.83255243301392)]"
adam,2,0.3,"[(0.09507142857142858, 0.32494571708657194, 157.10880851745605)]"
adam,2,0.4,"[(0.08407142857142857, 0.29207561040444086, 220.22166848182678)]"
adam,2,0.5,"[(0.08535714285714291, 0.28463357335501044, 283.7495858669281)]"
adam,2,0.6,"[(0.08064285714285713, 0.2639285127851315, 354.592622756958)]"
adam,2,0.7,"[(0.07428571428571429, 0.2570637090937061, 420.1278853416443)]"
adam,2,0.8,"[(0.07450000000000001, 0.25246633794247814, 485.3645017147064)]"
adam,2,0.9,"[(0.0714285714285714, 0.24095200071821468, 538.5193493366241)]"
adam,2,1.0,"[(0.07121428571428567, 0.24067071866632392, 581.8020992279053)]"
adam,3,0.01,"[(0.4425714285714286, 1.691373477159784, 2.996422052383423)]"
adam,3,0.1,"[(0.15421428571428575, 0.566255131992235, 27.992993116378784)]"
adam,3,0.2,"[(0.11521428571428571, 0.39842136535719147, 75.7986364364624)]"
adam,3,0.3,"[(0.09642857142857142, 0.34069390964520035, 133.24864387512207)]"
adam,3,0.4,"[(0.0922142857142857, 0.3087175132515444, 195.92382502555847)]"
adam,3,0.5,"[(0.08192857142857146, 0.2845437879621618, 255.52841019630432)]"
adam,3,0.6,"[(0.08021428571428568, 0.28074415670391933, 320.2859423160553)]"
adam,3,0.7,"[(0.07699999999999996, 0.267777893010674, 388.08307695388794)]"
adam,3,0.8,"[(0.07328571428571429, 0.2549749017282547, 451.15202283859253)]"
adam,3,0.9,"[(0.07492857142857146, 0.25543433588400216, 512.4790201187134)]"
adam,3,1.0,"[(0.07171428571428573, 0.24808685049309737, 561.6078071594238)]"
adam,4,0.01,"[(0.4404285714285714, 1.6891531137484541, 2.7174277305603027)]"
adam,4,0.1,"[(0.1458571428571429, 0.5388003176874576, 21.719385385513306)]"
adam,4,0.2,"[(0.1071428571428571, 0.37981403553136794, 65.15954685211182)]"
adam,4,0.3,"[(0.09628571428571431, 0.3316971111784168, 122.2631185054779)]"
adam,4,0.4,"[(0.08757142857142852, 0.3034482562370198, 177.39122343063354)]"
adam,4,0.5,"[(0.0823571428571429, 0.2861468673883984, 231.3014051914215)]"
adam,4,0.6,"[(0.07792857142857146, 0.27232030772589577, 279.9660029411316)]"
adam,4,0.7,"[(0.07985714285714285, 0.27548059184593254, 339.8167004585266)]"
adam,4,0.8,"[(0.0764285714285714, 0.2574839422368482, 391.38088631629944)]"
adam,4,0.9,"[(0.07407142857142857, 0.2488640197370102, 448.06199383735657)]"
adam,4,1.0,"[(0.07399999999999995, 0.24526789823760262, 491.0876567363739)]"
adam,5,0.01,"[(0.4591428571428572, 1.7096826271046521, 6.243518352508545)]"
adam,5,0.1,"[(0.1529285714285714, 0.5556007913213297, 32.93526911735535)]"
adam,5,0.2,"[(0.11985714285714288, 0.41375644347962465, 91.10896706581116)]"
adam,5,0.3,"[(0.1072142857142857, 0.3615648022696553, 158.48806500434875)]"
adam,5,0.4,"[(0.09364285714285714, 0.3215571971927408, 222.92417120933533)]"
adam,5,0.5,"[(0.08571428571428574, 0.29041492333613644, 288.5485427379608)]"
adam,5,0.6,"[(0.08399999999999996, 0.28519419696552556, 352.29088735580444)]"
adam,5,0.7,"[(0.08378571428571424, 0.2839841987321127, 415.8559772968292)]"
adam,5,0.8,"[(0.08671428571428574, 0.2874971796461086, 481.8258521556854)]"
adam,5,0.9,"[(0.07750000000000001, 0.2594387152837451, 532.2242565155029)]"
adam,5,1.0,"[(0.07557142857142862, 0.2510853624228005, 577.1818675994873)]"
adam,6,0.01,"[(0.46985714285714286, 1.6936715859181193, 4.477899789810181)]"
adam,6,0.1,"[(0.14935714285714285, 0.546609012015479, 27.78190302848816)]"
adam,6,0.2,"[(0.1150714285714286, 0.40147712695081, 66.26412343978882)]"
adam,6,0.3,"[(0.09935714285714281, 0.3393683530849855, 114.45281219482422)]"
adam,6,0.4,"[(0.09485714285714286, 0.32030339918285095, 161.36902976036072)]"
