algorithm,run,checkpoint,error
adam,0,0.01,"[(0.8213571428571429, 0.089248783801984, 1.4815824031829834)]"
adam,0,0.1,"[(0.8037142857142857, 0.08165643132867025, 13.178980112075806)]"
adam,0,0.2,"[(0.7655000000000001, 0.08089272129605116, 48.732253313064575)]"
adam,0,0.3,"[(0.7941428571428572, 0.08219702500739046, 88.73510360717773)]"
adam,0,0.4,"[(0.7194285714285714, 0.0768903580523327, 130.67361760139465)]"
adam,0,0.5,"[(0.7178571428571429, 0.07711610135401285, 175.77860927581787)]"
adam,0,0.6,"[(0.7059285714285715, 0.0771183941336437, 220.65824127197266)]"
adam,0,0.7,"[(0.7277857142857143, 0.07707480677795467, 268.8847749233246)]"
adam,0,0.8,"[(0.7467142857142857, 0.08008857876886315, 311.0129418373108)]"
adam,0,0.9,"[(0.6864285714285714, 0.07512072194562677, 352.5875709056854)]"
adam,0,1.0,"[(0.6578571428571429, 0.07474772200053947, 394.53220558166504)]"
adam,1,0.01,"[(0.8203571428571429, 0.08915386056773375, 2.387085199356079)]"
adam,1,0.1,"[(0.7677857142857143, 0.08137534338390993, 26.717492818832397)]"
adam,1,0.2,"[(0.7928571428571428, 0.08245962614299533, 75.16754794120789)]"
adam,1,0.3,"[(0.7090000000000001, 0.07857671098533964, 117.41522479057312)]"
adam,1,0.4,"[(0.6912142857142858, 0.07493675705172924, 153.16083884239197)]"
adam,1,0.5,"[(0.6630714285714285, 0.07336619300432122, 195.37997269630432)]"
adam,1,0.6,"[(0.687, 0.07433452859868944, 229.8563196659088)]"
adam,1,0.7,"[(0.6619999999999999, 0.07272521435789492, 274.7572753429413)]"
adam,1,0.8,"[(0.6793571428571429, 0.07376976884613455, 320.570841550827)]"
adam,1,0.9,"[(0.6659999999999999, 0.07394707267973538, 366.3737909793854)]"
adam,1,1.0,"[(0.6675, 0.07330385367648894, 408.73160696029663)]"
adam,2,0.01,"[(0.9015, 0.09168172976076276, 2.6154086589813232)]"
