algorithm,dimension,run,checkpoint,error
Adagrad_Fair,3658,0,0.01,"[(0.3847142857142857, 1.291966488043471, 3.030672788619995)]"
Adagrad_Fair,3658,0,0.1,"[(0.25171428571428567, 0.9300639465258187, 93.8680202960968)]"
Adagrad_Fair,3658,0,0.2,"[(0.22257142857142853, 0.8575692762129652, 246.7041335105896)]"
Adagrad_Fair,3658,0,0.3,"[(0.2223571428571428, 0.8600754466539631, 439.1818964481354)]"
Adagrad_Fair,3658,0,0.4,"[(0.20464285714285713, 0.78560372472505, 629.8752353191376)]"
Adagrad_Fair,3658,0,0.5,"[(0.1944285714285714, 0.7972422355542289, 831.6274271011353)]"
Adagrad_Fair,3658,0,0.6,"[(0.18485714285714283, 0.7696358865828831, 1029.0554707050323)]"
Adagrad_Fair,3658,0,0.7,"[(0.18728571428571428, 0.7885972061081052, 1233.8850693702698)]"
Adagrad_Fair,3658,0,0.8,"[(0.18728571428571428, 0.7885972061081052, 1440.3367981910706)]"
Adagrad_Fair,3658,0,0.9,"[(0.17692857142857144, 0.7585527928901988, 1649.7664952278137)]"
Adagrad_Fair,3658,0,1.0,"[(0.17692857142857144, 0.7585527928901988, 1865.2908701896667)]"
Adagrad_Fair,3658,1,0.01,"[(0.46085714285714285, 1.3424084873795725, 2.919595241546631)]"
Adagrad_Fair,3658,1,0.1,"[(0.24221428571428572, 0.8936562318106666, 102.42866063117981)]"
Adagrad_Fair,3658,1,0.2,"[(0.2192857142857143, 0.8176808547352707, 291.0597746372223)]"
Adagrad_Fair,3658,1,0.3,"[(0.20521428571428568, 0.7872739636147077, 494.83827924728394)]"
Adagrad_Fair,3658,1,0.4,"[(0.20492857142857146, 0.790076921838659, 731.3871414661407)]"
Adagrad_Fair,3658,1,0.5,"[(0.1876428571428571, 0.7603023774962181, 956.2669548988342)]"
Adagrad_Fair,3658,1,0.6,"[(0.1874285714285714, 0.7631763190221662, 1183.992585659027)]"
Adagrad_Fair,3658,1,0.7,"[(0.1874285714285714, 0.7631763190221662, 1390.1657717227936)]"
Adagrad_Fair,3658,1,0.8,"[(0.1874285714285714, 0.7631763190221662, 1613.6844120025635)]"
Adagrad_Fair,3658,1,0.9,"[(0.1747142857142857, 0.7761126590921937, 1868.8938694000244)]"
Adagrad_Fair,3658,1,1.0,"[(0.1747142857142857, 0.7761126590921937, 2120.287660598755)]"
Adagrad_Fair,3658,2,0.01,"[(0.4247142857142857, 1.3081160825558868, 4.013081073760986)]"
Adagrad_Fair,3658,2,0.1,"[(0.2372142857142857, 0.8568850722320023, 128.8947789669037)]"
Adagrad_Fair,3658,2,0.2,"[(0.2251428571428571, 0.8500074424538596, 283.9347698688507)]"
Adagrad_Fair,3658,2,0.3,"[(0.21164285714285713, 0.8460253600034428, 440.2742404937744)]"
Adagrad_Fair,3658,2,0.4,"[(0.2112857142857143, 0.8503880590278617, 594.3696982860565)]"
Adagrad_Fair,3658,2,0.5,"[(0.2112857142857143, 0.8503880590278617, 764.0811605453491)]"
Adagrad_Fair,3658,2,0.6,"[(0.1914285714285714, 0.8060125626070725, 936.8855514526367)]"
Adagrad_Fair,3658,2,0.7,"[(0.18778571428571433, 0.8018626381088756, 1117.9817068576813)]"
Adagrad_Fair,3658,2,0.8,"[(0.1875, 0.8128911997505603, 1301.2799632549286)]"
Adagrad_Fair,3658,2,0.9,"[(0.18378571428571433, 0.797433435757225, 1481.5506851673126)]"
Adagrad_Fair,3658,2,1.0,"[(0.1805714285714286, 0.809550423144272, 1668.1930568218231)]"
Adagrad_Fair,3658,3,0.01,"[(0.4115714285714286, 1.2570164869503233, 10.916034936904907)]"
Adagrad_Fair,3658,3,0.1,"[(0.25357142857142856, 0.8914183373816469, 138.96199774742126)]"
Adagrad_Fair,3658,3,0.2,"[(0.23185714285714287, 0.8662686630512361, 320.885844707489)]"
