checkpoint,mean,std,median,max,min
0.01,0.09494681178702369,0.014249579627991718,0.09645090997934047,0.12118619293489107,0.05724302036448506
0.1,0.01949866735749877,0.016667062215867973,0.014650439459461019,0.05151962330257015,0.00043862656022565635
0.2,0.026502593186839566,0.019344285755133927,0.023953267129831302,0.06343173580086164,0.0003614092322893121
0.3,0.028922891847233706,0.01947356328741125,0.025807330232768187,0.06651686341052793,5.332600844847651e-05
0.4,0.030056086387287743,0.019812743174421815,0.02962259552431004,0.06660389117351909,1.5838793998119484e-05
0.5,0.030297492493293082,0.020019146237722274,0.0282252050378326,0.06660493566949692,8.924352845615623e-06
0.6,0.029836764818528955,0.020682021783888303,0.027208890562253476,0.06675021167618106,5.631168334566617e-06
0.7,0.029973654226617373,0.021039465081435137,0.0257526480506645,0.0666172684223381,3.7270414261114287e-06
0.8,0.030023381406792567,0.02152311156738452,0.02538109505590445,0.06662435215857959,2.5492709611629775e-06
0.9,0.029308911049252623,0.021721901532220627,0.022889173837982016,0.06663061184862501,1.7746423113104026e-06
1.0,0.029256591591290345,0.022448889669094935,0.022629589374210828,0.06663596088415717,1.2467880442208155e-06
